sets,artist,venue.x,month,day,year,tour,song_num,album,city,date1,city.y,capacity,once,five,city1,lon,lat,state,showavgo,totalavgo,venue.y,totalavgo <- avgoverlap
Capricorn,Vampire Weekend,"Red Rocks Amphitheatre, Morrison, CO, USA",Jul,19,2024,Only God Was Above Us,14,Only God Was Above Us,Morrison,Jul 19,Morrison,9525,0,0,Morrison,-105.2052116,39.6655381,NA,0.59,0.56,"Red Rocks Amphitheatre, Morrison, CO, USA",0.56
Gen-X Cops,Vampire Weekend,"Red Rocks Amphitheatre, Morrison, CO, USA",Jul,19,2024,Only God Was Above Us,15,Only God Was Above Us,Morrison,Jul 19,Morrison,9525,0,0,Morrison,-105.2052116,39.6655381,NA,0.59,0.56,"Red Rocks Amphitheatre, Morrison, CO, USA",0.56
Diane Young,Vampire Weekend,"Red Rocks Amphitheatre, Morrison, CO, USA",Jul,19,2024,Only God Was Above Us,16,Modern Vampires of the City,Morrison,Jul 19,Morrison,9525,0,0,Morrison,-105.2052116,39.6655381,NA,0.59,0.56,"Red Rocks Amphitheatre, Morrison, CO, USA",0.56
A-Punk,Vampire Weekend,"Red Rocks Amphitheatre, Morrison, CO, USA",Jul,19,2024,Only God Was Above Us,17,Vampire Weekend,Morrison,Jul 19,Morrison,9525,0,0,Morrison,-105.2052116,39.6655381,NA,0.59,0.56,"Red Rocks Amphitheatre, Morrison, CO, USA",0.56
Cocaine Cowboys,Vampire Weekend,"Red Rocks Amphitheatre, Morrison, CO, USA",Jul,19,2024,Only God Was Above Us,18,Other,Morrison,Jul 19,Morrison,9525,0,0,Morrison,-105.2052116,39.6655381,NA,0.59,0.56,"Red Rocks Amphitheatre, Morrison, CO, USA",0.56
Prep-School Gangsters,Vampire Weekend,"Red Rocks Amphitheatre, Morrison, CO, USA",Jul,19,2024,Only God Was Above Us,20,Only God Was Above Us,Morrison,Jul 19,Morrison,9525,0,0,Morrison,-105.2052116,39.6655381,NA,0.59,0.56,"Red Rocks Amphitheatre, Morrison, CO, USA",0.56
Mary Boone,Vampire Weekend,"Red Rocks Amphitheatre, Morrison, CO, USA",Jul,19,2024,Only God Was Above Us,21,Only God Was Above Us,Morrison,Jul 19,Morrison,9525,0,0,Morrison,-105.2052116,39.6655381,NA,0.59,0.56,"Red Rocks Amphitheatre, Morrison, CO, USA",0.56
Harmony Hall,Vampire Weekend,"Red Rocks Amphitheatre, Morrison, CO, USA",Jul,19,2024,Only God Was Above Us,22,Father of the Bride,Morrison,Jul 19,Morrison,9525,0,0,Morrison,-105.2052116,39.6655381,NA,0.59,0.56,"Red Rocks Amphitheatre, Morrison, CO, USA",0.56
Hope,Vampire Weekend,"Red Rocks Amphitheatre, Morrison, CO, USA",Jul,19,2024,Only God Was Above Us,23,Only God Was Above Us,Morrison,Jul 19,Morrison,9525,0,0,Morrison,-105.2052116,39.6655381,NA,0.59,0.56,"Red Rocks Amphitheatre, Morrison, CO, USA",0.56
Walcott,Vampire Weekend,"Red Rocks Amphitheatre, Morrison, CO, USA",Jul,19,2024,Only God Was Above Us,35,Vampire Weekend,Morrison,Jul 19,Morrison,9525,0,0,Morrison,-105.2052116,39.6655381,NA,0.59,0.56,"Red Rocks Amphitheatre, Morrison, CO, USA",0.56
Hold You Now,Vampire Weekend,"KettleHouse Amphitheater, Bonner, MT, USA",Jun,23,2024,Only God Was Above Us,1,Father of the Bride,Bonner,Jun 23,Bonner 2,4250,0,0,Bonner,-113.8617248,46.8755609,NA,0.49,0.56,"KettleHouse Amphitheater, Bonner, MT, USA",0.56
Holiday,Vampire Weekend,"KettleHouse Amphitheater, Bonner, MT, USA",Jun,23,2024,Only God Was Above Us,2,Contra,Bonner,Jun 23,Bonner 2,4250,0,0,Bonner,-113.8617248,46.8755609,NA,0.49,0.56,"KettleHouse Amphitheater, Bonner, MT, USA",0.56
The Kids Don't Stand a Chance,Vampire Weekend,"KettleHouse Amphitheater, Bonner, MT, USA",Jun,23,2024,Only God Was Above Us,3,Vampire Weekend,Bonner,Jun 23,Bonner 2,4250,0,1,Bonner,-113.8617248,46.8755609,NA,0.49,0.56,"KettleHouse Amphitheater, Bonner, MT, USA",0.56
Ice Cream Piano,Vampire Weekend,"KettleHouse Amphitheater, Bonner, MT, USA",Jun,23,2024,Only God Was Above Us,4,Only God Was Above Us,Bonner,Jun 23,Bonner 2,4250,0,0,Bonner,-113.8617248,46.8755609,NA,0.49,0.56,"KettleHouse Amphitheater, Bonner, MT, USA",0.56
Classical,Vampire Weekend,"KettleHouse Amphitheater, Bonner, MT, USA",Jun,23,2024,Only God Was Above Us,5,Only God Was Above Us,Bonner,Jun 23,Bonner 2,4250,0,0,Bonner,-113.8617248,46.8755609,NA,0.49,0.56,"KettleHouse Amphitheater, Bonner, MT, USA",0.56
Connect,Vampire Weekend,"KettleHouse Amphitheater, Bonner, MT, USA",Jun,23,2024,Only God Was Above Us,6,Only God Was Above Us,Bonner,Jun 23,Bonner 2,4250,0,0,Bonner,-113.8617248,46.8755609,NA,0.49,0.56,"KettleHouse Amphitheater, Bonner, MT, USA",0.56
Cape Cod Kwassa Kwassa,Vampire Weekend,"KettleHouse Amphitheater, Bonner, MT, USA",Jun,23,2024,Only God Was Above Us,7,Vampire Weekend,Bonner,Jun 23,Bonner 2,4250,0,0,Bonner,-113.8617248,46.8755609,NA,0.49,0.56,"KettleHouse Amphitheater, Bonner, MT, USA",0.56
This Life,Vampire Weekend,"KettleHouse Amphitheater, Bonner, MT, USA",Jun,23,2024,Only God Was Above Us,8,Father of the Bride,Bonner,Jun 23,Bonner 2,4250,0,0,Bonner,-113.8617248,46.8755609,NA,0.49,0.56,"KettleHouse Amphitheater, Bonner, MT, USA",0.56
Step,Vampire Weekend,"KettleHouse Amphitheater, Bonner, MT, USA",Jun,23,2024,Only God Was Above Us,9,Modern Vampires of the City,Bonner,Jun 23,Bonner 2,4250,0,0,Bonner,-113.8617248,46.8755609,NA,0.49,0.56,"KettleHouse Amphitheater, Bonner, MT, USA",0.56
Sunflower,Vampire Weekend,"KettleHouse Amphitheater, Bonner, MT, USA",Jun,23,2024,Only God Was Above Us,10,Father of the Bride,Bonner,Jun 23,Bonner 2,4250,0,0,Bonner,-113.8617248,46.8755609,NA,0.49,0.56,"KettleHouse Amphitheater, Bonner, MT, USA",0.56
M79,Vampire Weekend,"KettleHouse Amphitheater, Bonner, MT, USA",Jun,23,2024,Only God Was Above Us,11,Vampire Weekend,Bonner,Jun 23,Bonner 2,4250,0,0,Bonner,-113.8617248,46.8755609,NA,0.49,0.56,"KettleHouse Amphitheater, Bonner, MT, USA",0.56
Ottoman,Vampire Weekend,"KettleHouse Amphitheater, Bonner, MT, USA",Jun,23,2024,Only God Was Above Us,12,Other,Bonner,Jun 23,Bonner 2,4250,0,0,Bonner,-113.8617248,46.8755609,NA,0.49,0.56,"KettleHouse Amphitheater, Bonner, MT, USA",0.56
Bambina,Vampire Weekend,"KettleHouse Amphitheater, Bonner, MT, USA",Jun,23,2024,Only God Was Above Us,13,Father of the Bride,Bonner,Jun 23,Bonner 2,4250,0,0,Bonner,-113.8617248,46.8755609,NA,0.49,0.56,"KettleHouse Amphitheater, Bonner, MT, USA",0.56
Campus,Vampire Weekend,"KettleHouse Amphitheater, Bonner, MT, USA",Jun,23,2024,Only God Was Above Us,15,Vampire Weekend,Bonner,Jun 23,Bonner 2,4250,0,0,Bonner,-113.8617248,46.8755609,NA,0.49,0.56,"KettleHouse Amphitheater, Bonner, MT, USA",0.56
Oxford Comma,Vampire Weekend,"KettleHouse Amphitheater, Bonner, MT, USA",Jun,23,2024,Only God Was Above Us,16,Vampire Weekend,Bonner,Jun 23,Bonner 2,4250,0,0,Bonner,-113.8617248,46.8755609,NA,0.49,0.56,"KettleHouse Amphitheater, Bonner, MT, USA",0.56
Capricorn,Vampire Weekend,"KettleHouse Amphitheater, Bonner, MT, USA",Jun,23,2024,Only God Was Above Us,17,Only God Was Above Us,Bonner,Jun 23,Bonner 2,4250,0,0,Bonner,-113.8617248,46.8755609,NA,0.49,0.56,"KettleHouse Amphitheater, Bonner, MT, USA",0.56
Gen-X Cops,Vampire Weekend,"KettleHouse Amphitheater, Bonner, MT, USA",Jun,23,2024,Only God Was Above Us,18,Only God Was Above Us,Bonner,Jun 23,Bonner 2,4250,0,0,Bonner,-113.8617248,46.8755609,NA,0.49,0.56,"KettleHouse Amphitheater, Bonner, MT, USA",0.56
Diane Young,Vampire Weekend,"KettleHouse Amphitheater, Bonner, MT, USA",Jun,23,2024,Only God Was Above Us,19,Modern Vampires of the City,Bonner,Jun 23,Bonner 2,4250,0,0,Bonner,-113.8617248,46.8755609,NA,0.49,0.56,"KettleHouse Amphitheater, Bonner, MT, USA",0.56
A-Punk,Vampire Weekend,"KettleHouse Amphitheater, Bonner, MT, USA",Jun,23,2024,Only God Was Above Us,20,Vampire Weekend,Bonner,Jun 23,Bonner 2,4250,0,0,Bonner,-113.8617248,46.8755609,NA,0.49,0.56,"KettleHouse Amphitheater, Bonner, MT, USA",0.56
Prep-School Gangsters,Vampire Weekend,"KettleHouse Amphitheater, Bonner, MT, USA",Jun,23,2024,Only God Was Above Us,21,Only God Was Above Us,Bonner,Jun 23,Bonner 2,4250,0,0,Bonner,-113.8617248,46.8755609,NA,0.49,0.56,"KettleHouse Amphitheater, Bonner, MT, USA",0.56
Harmony Hall,Vampire Weekend,"KettleHouse Amphitheater, Bonner, MT, USA",Jun,23,2024,Only God Was Above Us,22,Father of the Bride,Bonner,Jun 23,Bonner 2,4250,0,0,Bonner,-113.8617248,46.8755609,NA,0.49,0.56,"KettleHouse Amphitheater, Bonner, MT, USA",0.56
Pravda,Vampire Weekend,"KettleHouse Amphitheater, Bonner, MT, USA",Jun,23,2024,Only God Was Above Us,23,Only God Was Above Us,Bonner,Jun 23,Bonner 2,4250,0,0,Bonner,-113.8617248,46.8755609,NA,0.49,0.56,"KettleHouse Amphitheater, Bonner, MT, USA",0.56
Horchata,Vampire Weekend,"KettleHouse Amphitheater, Bonner, MT, USA",Jun,23,2024,Only God Was Above Us,24,Contra,Bonner,Jun 23,Bonner 2,4250,0,0,Bonner,-113.8617248,46.8755609,NA,0.49,0.56,"KettleHouse Amphitheater, Bonner, MT, USA",0.56
Mary Boone,Vampire Weekend,"KettleHouse Amphitheater, Bonner, MT, USA",Jun,23,2024,Only God Was Above Us,25,Only God Was Above Us,Bonner,Jun 23,Bonner 2,4250,0,0,Bonner,-113.8617248,46.8755609,NA,0.49,0.56,"KettleHouse Amphitheater, Bonner, MT, USA",0.56
Worship You,Vampire Weekend,"KettleHouse Amphitheater, Bonner, MT, USA",Jun,23,2024,Only God Was Above Us,33,Modern Vampires of the City,Bonner,Jun 23,Bonner 2,4250,0,0,Bonner,-113.8617248,46.8755609,NA,0.49,0.56,"KettleHouse Amphitheater, Bonner, MT, USA",0.56
Mansard Roof,Vampire Weekend,"KettleHouse Amphitheater, Bonner, MT, USA",Jun,22,2024,Only God Was Above Us,1,Vampire Weekend,Bonner,Jun 22,Bonner 1,4250,0,0,Bonner,-113.8617248,46.8755609,NA,0.52,0.56,"KettleHouse Amphitheater, Bonner, MT, USA",0.56
Cape Cod Kwassa Kwassa,Vampire Weekend,"KettleHouse Amphitheater, Bonner, MT, USA",Jun,22,2024,Only God Was Above Us,2,Vampire Weekend,Bonner,Jun 22,Bonner 1,4250,0,0,Bonner,-113.8617248,46.8755609,NA,0.52,0.56,"KettleHouse Amphitheater, Bonner, MT, USA",0.56
One (Blake's Got a New Face),Vampire Weekend,"KettleHouse Amphitheater, Bonner, MT, USA",Jun,22,2024,Only God Was Above Us,3,Vampire Weekend,Bonner,Jun 22,Bonner 1,4250,0,0,Bonner,-113.8617248,46.8755609,NA,0.52,0.56,"KettleHouse Amphitheater, Bonner, MT, USA",0.56
Ice Cream Piano,Vampire Weekend,"KettleHouse Amphitheater, Bonner, MT, USA",Jun,22,2024,Only God Was Above Us,4,Only God Was Above Us,Bonner,Jun 22,Bonner 1,4250,0,0,Bonner,-113.8617248,46.8755609,NA,0.52,0.56,"KettleHouse Amphitheater, Bonner, MT, USA",0.56
Classical,Vampire Weekend,"KettleHouse Amphitheater, Bonner, MT, USA",Jun,22,2024,Only God Was Above Us,5,Only God Was Above Us,Bonner,Jun 22,Bonner 1,4250,0,0,Bonner,-113.8617248,46.8755609,NA,0.52,0.56,"KettleHouse Amphitheater, Bonner, MT, USA",0.56
Connect,Vampire Weekend,"KettleHouse Amphitheater, Bonner, MT, USA",Jun,22,2024,Only God Was Above Us,6,Only God Was Above Us,Bonner,Jun 22,Bonner 1,4250,0,0,Bonner,-113.8617248,46.8755609,NA,0.52,0.56,"KettleHouse Amphitheater, Bonner, MT, USA",0.56
White Sky,Vampire Weekend,"KettleHouse Amphitheater, Bonner, MT, USA",Jun,22,2024,Only God Was Above Us,7,Contra,Bonner,Jun 22,Bonner 1,4250,0,0,Bonner,-113.8617248,46.8755609,NA,0.52,0.56,"KettleHouse Amphitheater, Bonner, MT, USA",0.56
Unbelievers,Vampire Weekend,"KettleHouse Amphitheater, Bonner, MT, USA",Jun,22,2024,Only God Was Above Us,8,Modern Vampires of the City,Bonner,Jun 22,Bonner 1,4250,0,0,Bonner,-113.8617248,46.8755609,NA,0.52,0.56,"KettleHouse Amphitheater, Bonner, MT, USA",0.56
This Life,Vampire Weekend,"KettleHouse Amphitheater, Bonner, MT, USA",Jun,22,2024,Only God Was Above Us,9,Father of the Bride,Bonner,Jun 22,Bonner 1,4250,0,0,Bonner,-113.8617248,46.8755609,NA,0.52,0.56,"KettleHouse Amphitheater, Bonner, MT, USA",0.56
Sympathy,Vampire Weekend,"KettleHouse Amphitheater, Bonner, MT, USA",Jun,22,2024,Only God Was Above Us,10,Father of the Bride,Bonner,Jun 22,Bonner 1,4250,0,0,Bonner,-113.8617248,46.8755609,NA,0.52,0.56,"KettleHouse Amphitheater, Bonner, MT, USA",0.56
Bambina,Vampire Weekend,"KettleHouse Amphitheater, Bonner, MT, USA",Jun,22,2024,Only God Was Above Us,11,Father of the Bride,Bonner,Jun 22,Bonner 1,4250,0,0,Bonner,-113.8617248,46.8755609,NA,0.52,0.56,"KettleHouse Amphitheater, Bonner, MT, USA",0.56
Capricorn,Vampire Weekend,"KettleHouse Amphitheater, Bonner, MT, USA",Jun,22,2024,Only God Was Above Us,12,Only God Was Above Us,Bonner,Jun 22,Bonner 1,4250,0,0,Bonner,-113.8617248,46.8755609,NA,0.52,0.56,"KettleHouse Amphitheater, Bonner, MT, USA",0.56
Diane Young,Vampire Weekend,"KettleHouse Amphitheater, Bonner, MT, USA",Jun,22,2024,Only God Was Above Us,13,Modern Vampires of the City,Bonner,Jun 22,Bonner 1,4250,0,0,Bonner,-113.8617248,46.8755609,NA,0.52,0.56,"KettleHouse Amphitheater, Bonner, MT, USA",0.56
Cousins,Vampire Weekend,"KettleHouse Amphitheater, Bonner, MT, USA",Jun,22,2024,Only God Was Above Us,14,Contra,Bonner,Jun 22,Bonner 1,4250,0,0,Bonner,-113.8617248,46.8755609,NA,0.52,0.56,"KettleHouse Amphitheater, Bonner, MT, USA",0.56
A-Punk,Vampire Weekend,"KettleHouse Amphitheater, Bonner, MT, USA",Jun,22,2024,Only God Was Above Us,15,Vampire Weekend,Bonner,Jun 22,Bonner 1,4250,0,0,Bonner,-113.8617248,46.8755609,NA,0.52,0.56,"KettleHouse Amphitheater, Bonner, MT, USA",0.56
Cocaine Cowboys,Vampire Weekend,"KettleHouse Amphitheater, Bonner, MT, USA",Jun,22,2024,Only God Was Above Us,16,Other,Bonner,Jun 22,Bonner 1,4250,0,0,Bonner,-113.8617248,46.8755609,NA,0.52,0.56,"KettleHouse Amphitheater, Bonner, MT, USA",0.56
Prep-School Gangsters,Vampire Weekend,"KettleHouse Amphitheater, Bonner, MT, USA",Jun,22,2024,Only God Was Above Us,17,Only God Was Above Us,Bonner,Jun 22,Bonner 1,4250,0,0,Bonner,-113.8617248,46.8755609,NA,0.52,0.56,"KettleHouse Amphitheater, Bonner, MT, USA",0.56
Mary Boone,Vampire Weekend,"KettleHouse Amphitheater, Bonner, MT, USA",Jun,22,2024,Only God Was Above Us,18,Only God Was Above Us,Bonner,Jun 22,Bonner 1,4250,0,0,Bonner,-113.8617248,46.8755609,NA,0.52,0.56,"KettleHouse Amphitheater, Bonner, MT, USA",0.56
Hannah Hunt,Vampire Weekend,"KettleHouse Amphitheater, Bonner, MT, USA",Jun,22,2024,Only God Was Above Us,19,Modern Vampires of the City,Bonner,Jun 22,Bonner 1,4250,0,0,Bonner,-113.8617248,46.8755609,NA,0.52,0.56,"KettleHouse Amphitheater, Bonner, MT, USA",0.56
Harmony Hall,Vampire Weekend,"KettleHouse Amphitheater, Bonner, MT, USA",Jun,22,2024,Only God Was Above Us,20,Father of the Bride,Bonner,Jun 22,Bonner 1,4250,0,0,Bonner,-113.8617248,46.8755609,NA,0.52,0.56,"KettleHouse Amphitheater, Bonner, MT, USA",0.56
Hope,Vampire Weekend,"KettleHouse Amphitheater, Bonner, MT, USA",Jun,22,2024,Only God Was Above Us,21,Only God Was Above Us,Bonner,Jun 22,Bonner 1,4250,0,0,Bonner,-113.8617248,46.8755609,NA,0.52,0.56,"KettleHouse Amphitheater, Bonner, MT, USA",0.56
Walcott,Vampire Weekend,"KettleHouse Amphitheater, Bonner, MT, USA",Jun,22,2024,Only God Was Above Us,35,Vampire Weekend,Bonner,Jun 22,Bonner 1,4250,0,0,Bonner,-113.8617248,46.8755609,NA,0.52,0.56,"KettleHouse Amphitheater, Bonner, MT, USA",0.56
SNL Closing Theme (A Waltz in A) / Flower Moon,Vampire Weekend,"KettleHouse Amphitheater, Bonner, MT, USA",Jun,22,2024,Only God Was Above Us,36,Other,Bonner,Jun 22,Bonner 1,4250,0,1,Bonner,-113.8617248,46.8755609,NA,0.52,0.56,"KettleHouse Amphitheater, Bonner, MT, USA",0.56
Hold You Now,Vampire Weekend,"Climate Pledge Arena, Seattle, WA, USA",Jun,20,2024,Only God Was Above Us,1,Father of the Bride,Seattle,Jun 20,Seattle,17200,0,0,Seattle,-122.3540714,47.62207129999999,NA,0.61,0.56,"Climate Pledge Arena, Seattle, WA, USA",0.56
Cousins,Vampire Weekend,"Climate Pledge Arena, Seattle, WA, USA",Jun,20,2024,Only God Was Above Us,2,Contra,Seattle,Jun 20,Seattle,17200,0,0,Seattle,-122.3540714,47.62207129999999,NA,0.61,0.56,"Climate Pledge Arena, Seattle, WA, USA",0.56
Holiday,Vampire Weekend,"Climate Pledge Arena, Seattle, WA, USA",Jun,20,2024,Only God Was Above Us,3,Contra,Seattle,Jun 20,Seattle,17200,0,0,Seattle,-122.3540714,47.62207129999999,NA,0.61,0.56,"Climate Pledge Arena, Seattle, WA, USA",0.56
Ice Cream Piano,Vampire Weekend,"Climate Pledge Arena, Seattle, WA, USA",Jun,20,2024,Only God Was Above Us,4,Only God Was Above Us,Seattle,Jun 20,Seattle,17200,0,0,Seattle,-122.3540714,47.62207129999999,NA,0.61,0.56,"Climate Pledge Arena, Seattle, WA, USA",0.56
Classical,Vampire Weekend,"Climate Pledge Arena, Seattle, WA, USA",Jun,20,2024,Only God Was Above Us,5,Only God Was Above Us,Seattle,Jun 20,Seattle,17200,0,0,Seattle,-122.3540714,47.62207129999999,NA,0.61,0.56,"Climate Pledge Arena, Seattle, WA, USA",0.56
Connect,Vampire Weekend,"Climate Pledge Arena, Seattle, WA, USA",Jun,20,2024,Only God Was Above Us,6,Only God Was Above Us,Seattle,Jun 20,Seattle,17200,0,0,Seattle,-122.3540714,47.62207129999999,NA,0.61,0.56,"Climate Pledge Arena, Seattle, WA, USA",0.56
White Sky,Vampire Weekend,"Climate Pledge Arena, Seattle, WA, USA",Jun,20,2024,Only God Was Above Us,7,Contra,Seattle,Jun 20,Seattle,17200,0,0,Seattle,-122.3540714,47.62207129999999,NA,0.61,0.56,"Climate Pledge Arena, Seattle, WA, USA",0.56
This Life,Vampire Weekend,"Climate Pledge Arena, Seattle, WA, USA",Jun,20,2024,Only God Was Above Us,8,Father of the Bride,Seattle,Jun 20,Seattle,17200,0,0,Seattle,-122.3540714,47.62207129999999,NA,0.61,0.56,"Climate Pledge Arena, Seattle, WA, USA",0.56
Step,Vampire Weekend,"Climate Pledge Arena, Seattle, WA, USA",Jun,20,2024,Only God Was Above Us,9,Modern Vampires of the City,Seattle,Jun 20,Seattle,17200,0,0,Seattle,-122.3540714,47.62207129999999,NA,0.61,0.56,"Climate Pledge Arena, Seattle, WA, USA",0.56
Sunflower,Vampire Weekend,"Climate Pledge Arena, Seattle, WA, USA",Jun,20,2024,Only God Was Above Us,10,Father of the Bride,Seattle,Jun 20,Seattle,17200,0,0,Seattle,-122.3540714,47.62207129999999,NA,0.61,0.56,"Climate Pledge Arena, Seattle, WA, USA",0.56
M79,Vampire Weekend,"Climate Pledge Arena, Seattle, WA, USA",Jun,20,2024,Only God Was Above Us,11,Vampire Weekend,Seattle,Jun 20,Seattle,17200,0,0,Seattle,-122.3540714,47.62207129999999,NA,0.61,0.56,"Climate Pledge Arena, Seattle, WA, USA",0.56
Sympathy,Vampire Weekend,"Climate Pledge Arena, Seattle, WA, USA",Jun,20,2024,Only God Was Above Us,12,Father of the Bride,Seattle,Jun 20,Seattle,17200,0,0,Seattle,-122.3540714,47.62207129999999,NA,0.61,0.56,"Climate Pledge Arena, Seattle, WA, USA",0.56
The Surfer,Vampire Weekend,"Climate Pledge Arena, Seattle, WA, USA",Jun,20,2024,Only God Was Above Us,13,Only God Was Above Us,Seattle,Jun 20,Seattle,17200,0,0,Seattle,-122.3540714,47.62207129999999,NA,0.61,0.56,"Climate Pledge Arena, Seattle, WA, USA",0.56
Campus,Vampire Weekend,"Climate Pledge Arena, Seattle, WA, USA",Jun,20,2024,Only God Was Above Us,14,Vampire Weekend,Seattle,Jun 20,Seattle,17200,0,0,Seattle,-122.3540714,47.62207129999999,NA,0.61,0.56,"Climate Pledge Arena, Seattle, WA, USA",0.56
Oxford Comma,Vampire Weekend,"Climate Pledge Arena, Seattle, WA, USA",Jun,20,2024,Only God Was Above Us,15,Vampire Weekend,Seattle,Jun 20,Seattle,17200,0,0,Seattle,-122.3540714,47.62207129999999,NA,0.61,0.56,"Climate Pledge Arena, Seattle, WA, USA",0.56
Capricorn,Vampire Weekend,"Climate Pledge Arena, Seattle, WA, USA",Jun,20,2024,Only God Was Above Us,16,Only God Was Above Us,Seattle,Jun 20,Seattle,17200,0,0,Seattle,-122.3540714,47.62207129999999,NA,0.61,0.56,"Climate Pledge Arena, Seattle, WA, USA",0.56
Gen-X Cops,Vampire Weekend,"Climate Pledge Arena, Seattle, WA, USA",Jun,20,2024,Only God Was Above Us,17,Only God Was Above Us,Seattle,Jun 20,Seattle,17200,0,0,Seattle,-122.3540714,47.62207129999999,NA,0.61,0.56,"Climate Pledge Arena, Seattle, WA, USA",0.56
Diane Young,Vampire Weekend,"Climate Pledge Arena, Seattle, WA, USA",Jun,20,2024,Only God Was Above Us,18,Modern Vampires of the City,Seattle,Jun 20,Seattle,17200,0,0,Seattle,-122.3540714,47.62207129999999,NA,0.61,0.56,"Climate Pledge Arena, Seattle, WA, USA",0.56
A-Punk,Vampire Weekend,"Climate Pledge Arena, Seattle, WA, USA",Jun,20,2024,Only God Was Above Us,19,Vampire Weekend,Seattle,Jun 20,Seattle,17200,0,0,Seattle,-122.3540714,47.62207129999999,NA,0.61,0.56,"Climate Pledge Arena, Seattle, WA, USA",0.56
Prep-School Gangsters,Vampire Weekend,"Climate Pledge Arena, Seattle, WA, USA",Jun,20,2024,Only God Was Above Us,21,Only God Was Above Us,Seattle,Jun 20,Seattle,17200,0,0,Seattle,-122.3540714,47.62207129999999,NA,0.61,0.56,"Climate Pledge Arena, Seattle, WA, USA",0.56
Mary Boone,Vampire Weekend,"Climate Pledge Arena, Seattle, WA, USA",Jun,20,2024,Only God Was Above Us,22,Only God Was Above Us,Seattle,Jun 20,Seattle,17200,0,0,Seattle,-122.3540714,47.62207129999999,NA,0.61,0.56,"Climate Pledge Arena, Seattle, WA, USA",0.56
Harmony Hall,Vampire Weekend,"Climate Pledge Arena, Seattle, WA, USA",Jun,20,2024,Only God Was Above Us,23,Father of the Bride,Seattle,Jun 20,Seattle,17200,0,0,Seattle,-122.3540714,47.62207129999999,NA,0.61,0.56,"Climate Pledge Arena, Seattle, WA, USA",0.56
Hope,Vampire Weekend,"Climate Pledge Arena, Seattle, WA, USA",Jun,20,2024,Only God Was Above Us,24,Only God Was Above Us,Seattle,Jun 20,Seattle,17200,0,0,Seattle,-122.3540714,47.62207129999999,NA,0.61,0.56,"Climate Pledge Arena, Seattle, WA, USA",0.56
Walcott,Vampire Weekend,"Climate Pledge Arena, Seattle, WA, USA",Jun,20,2024,Only God Was Above Us,35,Vampire Weekend,Seattle,Jun 20,Seattle,17200,0,0,Seattle,-122.3540714,47.62207129999999,NA,0.61,0.56,"Climate Pledge Arena, Seattle, WA, USA",0.56
Hold You Now,Vampire Weekend,"Hayden Homes Amphitheater, Bend, OR, USA",Jun,19,2024,Only God Was Above Us,1,Father of the Bride,Bend,Jun 19,Bend,8000,0,0,Bend,-121.3181815,44.0470973,NA,0.55,0.56,"Hayden Homes Amphitheater, Bend, OR, USA",0.56
Campus,Vampire Weekend,"Hayden Homes Amphitheater, Bend, OR, USA",Jun,19,2024,Only God Was Above Us,2,Vampire Weekend,Bend,Jun 19,Bend,8000,0,0,Bend,-121.3181815,44.0470973,NA,0.55,0.56,"Hayden Homes Amphitheater, Bend, OR, USA",0.56
I Stand Corrected,Vampire Weekend,"Hayden Homes Amphitheater, Bend, OR, USA",Jun,19,2024,Only God Was Above Us,3,Vampire Weekend,Bend,Jun 19,Bend,8000,0,0,Bend,-121.3181815,44.0470973,NA,0.55,0.56,"Hayden Homes Amphitheater, Bend, OR, USA",0.56
Ice Cream Piano,Vampire Weekend,"Hayden Homes Amphitheater, Bend, OR, USA",Jun,19,2024,Only God Was Above Us,4,Only God Was Above Us,Bend,Jun 19,Bend,8000,0,0,Bend,-121.3181815,44.0470973,NA,0.55,0.56,"Hayden Homes Amphitheater, Bend, OR, USA",0.56
Classical,Vampire Weekend,"Hayden Homes Amphitheater, Bend, OR, USA",Jun,19,2024,Only God Was Above Us,5,Only God Was Above Us,Bend,Jun 19,Bend,8000,0,0,Bend,-121.3181815,44.0470973,NA,0.55,0.56,"Hayden Homes Amphitheater, Bend, OR, USA",0.56
Connect,Vampire Weekend,"Hayden Homes Amphitheater, Bend, OR, USA",Jun,19,2024,Only God Was Above Us,6,Only God Was Above Us,Bend,Jun 19,Bend,8000,0,0,Bend,-121.3181815,44.0470973,NA,0.55,0.56,"Hayden Homes Amphitheater, Bend, OR, USA",0.56
Unbelievers,Vampire Weekend,"Hayden Homes Amphitheater, Bend, OR, USA",Jun,19,2024,Only God Was Above Us,7,Modern Vampires of the City,Bend,Jun 19,Bend,8000,0,0,Bend,-121.3181815,44.0470973,NA,0.55,0.56,"Hayden Homes Amphitheater, Bend, OR, USA",0.56
Step,Vampire Weekend,"Hayden Homes Amphitheater, Bend, OR, USA",Jun,19,2024,Only God Was Above Us,8,Modern Vampires of the City,Bend,Jun 19,Bend,8000,0,0,Bend,-121.3181815,44.0470973,NA,0.55,0.56,"Hayden Homes Amphitheater, Bend, OR, USA",0.56
This Life,Vampire Weekend,"Hayden Homes Amphitheater, Bend, OR, USA",Jun,19,2024,Only God Was Above Us,9,Father of the Bride,Bend,Jun 19,Bend,8000,0,0,Bend,-121.3181815,44.0470973,NA,0.55,0.56,"Hayden Homes Amphitheater, Bend, OR, USA",0.56
