sets,artist,venue,month,day,year,tour,festival,song_num,num,album,city,date,city_day,num_show,city_num,choice_name
Gen-X Cops,Vampire Weekend,"Firefly Distillery, North Charleston, SC, USA",Jun,6,2025,Only God Was Above Us,VW Show,14,39,Only God Was Above Us,North Charleston,2025-06-06,North Charleston 6,68,North Charleston,North Charleston: 2025-06-06
Diane Young,Vampire Weekend,"Firefly Distillery, North Charleston, SC, USA",Jun,6,2025,Only God Was Above Us,VW Show,15,27,Modern Vampires of the City,North Charleston,2025-06-06,North Charleston 6,68,North Charleston,North Charleston: 2025-06-06
Cousins,Vampire Weekend,"Firefly Distillery, North Charleston, SC, USA",Jun,6,2025,Only God Was Above Us,VW Show,16,19,Contra,North Charleston,2025-06-06,North Charleston 6,68,North Charleston,North Charleston: 2025-06-06
A-Punk,Vampire Weekend,"Firefly Distillery, North Charleston, SC, USA",Jun,6,2025,Only God Was Above Us,VW Show,17,3,Vampire Weekend,North Charleston,2025-06-06,North Charleston 6,68,North Charleston,North Charleston: 2025-06-06
Prep-School Gangsters,Vampire Weekend,"Firefly Distillery, North Charleston, SC, USA",Jun,6,2025,Only God Was Above Us,VW Show,18,43,Only God Was Above Us,North Charleston,2025-06-06,North Charleston 6,68,North Charleston,North Charleston: 2025-06-06
Mary Boone,Vampire Weekend,"Firefly Distillery, North Charleston, SC, USA",Jun,6,2025,Only God Was Above Us,VW Show,19,41,Only God Was Above Us,North Charleston,2025-06-06,North Charleston 6,68,North Charleston,North Charleston: 2025-06-06
Hannah Hunt,Vampire Weekend,"Firefly Distillery, North Charleston, SC, USA",Jun,6,2025,Only God Was Above Us,VW Show,20,29,Modern Vampires of the City,North Charleston,2025-06-06,North Charleston 6,68,North Charleston,North Charleston: 2025-06-06
Harmony Hall,Vampire Weekend,"Firefly Distillery, North Charleston, SC, USA",Jun,6,2025,Only God Was Above Us,VW Show,21,55,Father of the Bride,North Charleston,2025-06-06,North Charleston 6,68,North Charleston,North Charleston: 2025-06-06
Hope,Vampire Weekend,"Firefly Distillery, North Charleston, SC, USA",Jun,6,2025,Only God Was Above Us,VW Show,22,42,Only God Was Above Us,North Charleston,2025-06-06,North Charleston 6,68,North Charleston,North Charleston: 2025-06-06
Walcott,Vampire Weekend,"Firefly Distillery, North Charleston, SC, USA",Jun,6,2025,Only God Was Above Us,VW Show,33,10,Vampire Weekend,North Charleston,2025-06-06,North Charleston 6,68,North Charleston,North Charleston: 2025-06-06
Cousins,Vampire Weekend,"Broadview Stage at SPAC, Saratoga Springs, NY, USA",Jun,4,2025,Only God Was Above Us,VW Show,1,19,Contra,Saratoga Springs,2025-06-04,Saratoga Springs 4,67,Saratoga Springs,Saratoga Springs: 2025-06-04
Holiday,Vampire Weekend,"Broadview Stage at SPAC, Saratoga Springs, NY, USA",Jun,4,2025,Only God Was Above Us,VW Show,2,15,Contra,Saratoga Springs,2025-06-04,Saratoga Springs 4,67,Saratoga Springs,Saratoga Springs: 2025-06-04
One (Blake's Got a New Face),Vampire Weekend,"Broadview Stage at SPAC, Saratoga Springs, NY, USA",Jun,4,2025,Only God Was Above Us,VW Show,3,8,Vampire Weekend,Saratoga Springs,2025-06-04,Saratoga Springs 4,67,Saratoga Springs,Saratoga Springs: 2025-06-04
Ice Cream Piano,Vampire Weekend,"Broadview Stage at SPAC, Saratoga Springs, NY, USA",Jun,4,2025,Only God Was Above Us,VW Show,4,40,Only God Was Above Us,Saratoga Springs,2025-06-04,Saratoga Springs 4,67,Saratoga Springs,Saratoga Springs: 2025-06-04
Classical,Vampire Weekend,"Broadview Stage at SPAC, Saratoga Springs, NY, USA",Jun,4,2025,Only God Was Above Us,VW Show,5,37,Only God Was Above Us,Saratoga Springs,2025-06-04,Saratoga Springs 4,67,Saratoga Springs,Saratoga Springs: 2025-06-04
Connect,Vampire Weekend,"Broadview Stage at SPAC, Saratoga Springs, NY, USA",Jun,4,2025,Only God Was Above Us,VW Show,6,38,Only God Was Above Us,Saratoga Springs,2025-06-04,Saratoga Springs 4,67,Saratoga Springs,Saratoga Springs: 2025-06-04
Unbelievers,Vampire Weekend,"Broadview Stage at SPAC, Saratoga Springs, NY, USA",Jun,4,2025,Only God Was Above Us,VW Show,7,25,Modern Vampires of the City,Saratoga Springs,2025-06-04,Saratoga Springs 4,67,Saratoga Springs,Saratoga Springs: 2025-06-04
Step,Vampire Weekend,"Broadview Stage at SPAC, Saratoga Springs, NY, USA",Jun,4,2025,Only God Was Above Us,VW Show,8,26,Modern Vampires of the City,Saratoga Springs,2025-06-04,Saratoga Springs 4,67,Saratoga Springs,Saratoga Springs: 2025-06-04
This Life,Vampire Weekend,"Broadview Stage at SPAC, Saratoga Springs, NY, USA",Jun,4,2025,Only God Was Above Us,VW Show,9,57,Father of the Bride,Saratoga Springs,2025-06-04,Saratoga Springs 4,67,Saratoga Springs,Saratoga Springs: 2025-06-04
Sunflower,Vampire Weekend,"Broadview Stage at SPAC, Saratoga Springs, NY, USA",Jun,4,2025,Only God Was Above Us,VW Show,10,65,Father of the Bride,Saratoga Springs,2025-06-04,Saratoga Springs 4,67,Saratoga Springs,Saratoga Springs: 2025-06-04
Stranger,Vampire Weekend,"Broadview Stage at SPAC, Saratoga Springs, NY, USA",Jun,4,2025,Only God Was Above Us,VW Show,11,69,Father of the Bride,Saratoga Springs,2025-06-04,Saratoga Springs 4,67,Saratoga Springs,Saratoga Springs: 2025-06-04
Ottoman,Vampire Weekend,"Broadview Stage at SPAC, Saratoga Springs, NY, USA",Jun,4,2025,Only God Was Above Us,VW Show,12,47,Other,Saratoga Springs,2025-06-04,Saratoga Springs 4,67,Saratoga Springs,Saratoga Springs: 2025-06-04
The Surfer,Vampire Weekend,"Broadview Stage at SPAC, Saratoga Springs, NY, USA",Jun,4,2025,Only God Was Above Us,VW Show,13,45,Only God Was Above Us,Saratoga Springs,2025-06-04,Saratoga Springs 4,67,Saratoga Springs,Saratoga Springs: 2025-06-04
Capricorn,Vampire Weekend,"Broadview Stage at SPAC, Saratoga Springs, NY, USA",Jun,4,2025,Only God Was Above Us,VW Show,14,36,Only God Was Above Us,Saratoga Springs,2025-06-04,Saratoga Springs 4,67,Saratoga Springs,Saratoga Springs: 2025-06-04
Gen-X Cops,Vampire Weekend,"Broadview Stage at SPAC, Saratoga Springs, NY, USA",Jun,4,2025,Only God Was Above Us,VW Show,15,39,Only God Was Above Us,Saratoga Springs,2025-06-04,Saratoga Springs 4,67,Saratoga Springs,Saratoga Springs: 2025-06-04
Diane Young,Vampire Weekend,"Broadview Stage at SPAC, Saratoga Springs, NY, USA",Jun,4,2025,Only God Was Above Us,VW Show,16,27,Modern Vampires of the City,Saratoga Springs,2025-06-04,Saratoga Springs 4,67,Saratoga Springs,Saratoga Springs: 2025-06-04
A-Punk,Vampire Weekend,"Broadview Stage at SPAC, Saratoga Springs, NY, USA",Jun,4,2025,Only God Was Above Us,VW Show,17,3,Vampire Weekend,Saratoga Springs,2025-06-04,Saratoga Springs 4,67,Saratoga Springs,Saratoga Springs: 2025-06-04
Prep-School Gangsters,Vampire Weekend,"Broadview Stage at SPAC, Saratoga Springs, NY, USA",Jun,4,2025,Only God Was Above Us,VW Show,18,43,Only God Was Above Us,Saratoga Springs,2025-06-04,Saratoga Springs 4,67,Saratoga Springs,Saratoga Springs: 2025-06-04
Cocaine Cowboys,Vampire Weekend,"Broadview Stage at SPAC, Saratoga Springs, NY, USA",Jun,4,2025,Only God Was Above Us,VW Show,19,46,Other,Saratoga Springs,2025-06-04,Saratoga Springs 4,67,Saratoga Springs,Saratoga Springs: 2025-06-04
Mary Boone,Vampire Weekend,"Broadview Stage at SPAC, Saratoga Springs, NY, USA",Jun,4,2025,Only God Was Above Us,VW Show,20,41,Only God Was Above Us,Saratoga Springs,2025-06-04,Saratoga Springs 4,67,Saratoga Springs,Saratoga Springs: 2025-06-04
Harmony Hall,Vampire Weekend,"Broadview Stage at SPAC, Saratoga Springs, NY, USA",Jun,4,2025,Only God Was Above Us,VW Show,21,55,Father of the Bride,Saratoga Springs,2025-06-04,Saratoga Springs 4,67,Saratoga Springs,Saratoga Springs: 2025-06-04
Hope,Vampire Weekend,"Broadview Stage at SPAC, Saratoga Springs, NY, USA",Jun,4,2025,Only God Was Above Us,VW Show,22,42,Only God Was Above Us,Saratoga Springs,2025-06-04,Saratoga Springs 4,67,Saratoga Springs,Saratoga Springs: 2025-06-04
Walcott,Vampire Weekend,"Broadview Stage at SPAC, Saratoga Springs, NY, USA",Jun,4,2025,Only God Was Above Us,VW Show,32,10,Vampire Weekend,Saratoga Springs,2025-06-04,Saratoga Springs 4,67,Saratoga Springs,Saratoga Springs: 2025-06-04
Mansard Roof,Vampire Weekend,"Stage AE, Pittsburgh, PA, USA",Jun,3,2025,Only God Was Above Us,VW Show,1,1,Vampire Weekend,Pittsburgh,2025-06-03,Pittsburgh 3,66,Pittsburgh,Pittsburgh: 2025-06-03
Cape Cod Kwassa Kwassa,Vampire Weekend,"Stage AE, Pittsburgh, PA, USA",Jun,3,2025,Only God Was Above Us,VW Show,2,4,Vampire Weekend,Pittsburgh,2025-06-03,Pittsburgh 3,66,Pittsburgh,Pittsburgh: 2025-06-03
I Stand Corrected,Vampire Weekend,"Stage AE, Pittsburgh, PA, USA",Jun,3,2025,Only God Was Above Us,VW Show,3,9,Vampire Weekend,Pittsburgh,2025-06-03,Pittsburgh 3,66,Pittsburgh,Pittsburgh: 2025-06-03
Ice Cream Piano,Vampire Weekend,"Stage AE, Pittsburgh, PA, USA",Jun,3,2025,Only God Was Above Us,VW Show,4,40,Only God Was Above Us,Pittsburgh,2025-06-03,Pittsburgh 3,66,Pittsburgh,Pittsburgh: 2025-06-03
Classical,Vampire Weekend,"Stage AE, Pittsburgh, PA, USA",Jun,3,2025,Only God Was Above Us,VW Show,5,37,Only God Was Above Us,Pittsburgh,2025-06-03,Pittsburgh 3,66,Pittsburgh,Pittsburgh: 2025-06-03
Connect,Vampire Weekend,"Stage AE, Pittsburgh, PA, USA",Jun,3,2025,Only God Was Above Us,VW Show,6,38,Only God Was Above Us,Pittsburgh,2025-06-03,Pittsburgh 3,66,Pittsburgh,Pittsburgh: 2025-06-03
White Sky,Vampire Weekend,"Stage AE, Pittsburgh, PA, USA",Jun,3,2025,Only God Was Above Us,VW Show,7,14,Contra,Pittsburgh,2025-06-03,Pittsburgh 3,66,Pittsburgh,Pittsburgh: 2025-06-03
Step,Vampire Weekend,"Stage AE, Pittsburgh, PA, USA",Jun,3,2025,Only God Was Above Us,VW Show,8,26,Modern Vampires of the City,Pittsburgh,2025-06-03,Pittsburgh 3,66,Pittsburgh,Pittsburgh: 2025-06-03
This Life,Vampire Weekend,"Stage AE, Pittsburgh, PA, USA",Jun,3,2025,Only God Was Above Us,VW Show,9,57,Father of the Bride,Pittsburgh,2025-06-03,Pittsburgh 3,66,Pittsburgh,Pittsburgh: 2025-06-03
M79,Vampire Weekend,"Stage AE, Pittsburgh, PA, USA",Jun,3,2025,Only God Was Above Us,VW Show,10,5,Vampire Weekend,Pittsburgh,2025-06-03,Pittsburgh 3,66,Pittsburgh,Pittsburgh: 2025-06-03
Sympathy,Vampire Weekend,"Stage AE, Pittsburgh, PA, USA",Jun,3,2025,Only God Was Above Us,VW Show,11,64,Father of the Bride,Pittsburgh,2025-06-03,Pittsburgh 3,66,Pittsburgh,Pittsburgh: 2025-06-03
New Dorp. New York,Vampire Weekend,"Stage AE, Pittsburgh, PA, USA",Jun,3,2025,Only God Was Above Us,VW Show,12,53,Other,Pittsburgh,2025-06-03,Pittsburgh 3,66,Pittsburgh,Pittsburgh: 2025-06-03
Pravda,Vampire Weekend,"Stage AE, Pittsburgh, PA, USA",Jun,3,2025,Only God Was Above Us,VW Show,13,44,Only God Was Above Us,Pittsburgh,2025-06-03,Pittsburgh 3,66,Pittsburgh,Pittsburgh: 2025-06-03
Capricorn,Vampire Weekend,"Stage AE, Pittsburgh, PA, USA",Jun,3,2025,Only God Was Above Us,VW Show,14,36,Only God Was Above Us,Pittsburgh,2025-06-03,Pittsburgh 3,66,Pittsburgh,Pittsburgh: 2025-06-03
Gen-X Cops,Vampire Weekend,"Stage AE, Pittsburgh, PA, USA",Jun,3,2025,Only God Was Above Us,VW Show,15,39,Only God Was Above Us,Pittsburgh,2025-06-03,Pittsburgh 3,66,Pittsburgh,Pittsburgh: 2025-06-03
Diane Young,Vampire Weekend,"Stage AE, Pittsburgh, PA, USA",Jun,3,2025,Only God Was Above Us,VW Show,16,27,Modern Vampires of the City,Pittsburgh,2025-06-03,Pittsburgh 3,66,Pittsburgh,Pittsburgh: 2025-06-03
Cousins,Vampire Weekend,"Stage AE, Pittsburgh, PA, USA",Jun,3,2025,Only God Was Above Us,VW Show,17,19,Contra,Pittsburgh,2025-06-03,Pittsburgh 3,66,Pittsburgh,Pittsburgh: 2025-06-03
A-Punk,Vampire Weekend,"Stage AE, Pittsburgh, PA, USA",Jun,3,2025,Only God Was Above Us,VW Show,18,3,Vampire Weekend,Pittsburgh,2025-06-03,Pittsburgh 3,66,Pittsburgh,Pittsburgh: 2025-06-03
Campus,Vampire Weekend,"Stage AE, Pittsburgh, PA, USA",Jun,3,2025,Only God Was Above Us,VW Show,19,6,Vampire Weekend,Pittsburgh,2025-06-03,Pittsburgh 3,66,Pittsburgh,Pittsburgh: 2025-06-03
Oxford Comma,Vampire Weekend,"Stage AE, Pittsburgh, PA, USA",Jun,3,2025,Only God Was Above Us,VW Show,20,2,Vampire Weekend,Pittsburgh,2025-06-03,Pittsburgh 3,66,Pittsburgh,Pittsburgh: 2025-06-03
Mary Boone,Vampire Weekend,"Stage AE, Pittsburgh, PA, USA",Jun,3,2025,Only God Was Above Us,VW Show,21,41,Only God Was Above Us,Pittsburgh,2025-06-03,Pittsburgh 3,66,Pittsburgh,Pittsburgh: 2025-06-03
Unbearably White,Vampire Weekend,"Stage AE, Pittsburgh, PA, USA",Jun,3,2025,Only God Was Above Us,VW Show,22,60,Father of the Bride,Pittsburgh,2025-06-03,Pittsburgh 3,66,Pittsburgh,Pittsburgh: 2025-06-03
Harmony Hall,Vampire Weekend,"Stage AE, Pittsburgh, PA, USA",Jun,3,2025,Only God Was Above Us,VW Show,23,55,Father of the Bride,Pittsburgh,2025-06-03,Pittsburgh 3,66,Pittsburgh,Pittsburgh: 2025-06-03
Hope,Vampire Weekend,"Stage AE, Pittsburgh, PA, USA",Jun,3,2025,Only God Was Above Us,VW Show,24,42,Only God Was Above Us,Pittsburgh,2025-06-03,Pittsburgh 3,66,Pittsburgh,Pittsburgh: 2025-06-03
Worship You,Vampire Weekend,"Stage AE, Pittsburgh, PA, USA",Jun,3,2025,Only God Was Above Us,VW Show,39,32,Modern Vampires of the City,Pittsburgh,2025-06-03,Pittsburgh 3,66,Pittsburgh,Pittsburgh: 2025-06-03
Ya Hey,Vampire Weekend,"Stage AE, Pittsburgh, PA, USA",Jun,3,2025,Only God Was Above Us,VW Show,40,33,Modern Vampires of the City,Pittsburgh,2025-06-03,Pittsburgh 3,66,Pittsburgh,Pittsburgh: 2025-06-03
Campus,Vampire Weekend,"KEMBA Live!, Columbus, OH, USA",Jun,2,2025,Only God Was Above Us,VW Show,1,6,Vampire Weekend,Columbus,2025-06-02,Columbus 2,65,Columbus,Columbus: 2025-06-02
Holiday,Vampire Weekend,"KEMBA Live!, Columbus, OH, USA",Jun,2,2025,Only God Was Above Us,VW Show,2,15,Contra,Columbus,2025-06-02,Columbus 2,65,Columbus,Columbus: 2025-06-02
Bryn,Vampire Weekend,"KEMBA Live!, Columbus, OH, USA",Jun,2,2025,Only God Was Above Us,VW Show,3,7,Vampire Weekend,Columbus,2025-06-02,Columbus 2,65,Columbus,Columbus: 2025-06-02
Ice Cream Piano,Vampire Weekend,"KEMBA Live!, Columbus, OH, USA",Jun,2,2025,Only God Was Above Us,VW Show,4,40,Only God Was Above Us,Columbus,2025-06-02,Columbus 2,65,Columbus,Columbus: 2025-06-02
Classical,Vampire Weekend,"KEMBA Live!, Columbus, OH, USA",Jun,2,2025,Only God Was Above Us,VW Show,5,37,Only God Was Above Us,Columbus,2025-06-02,Columbus 2,65,Columbus,Columbus: 2025-06-02
Connect,Vampire Weekend,"KEMBA Live!, Columbus, OH, USA",Jun,2,2025,Only God Was Above Us,VW Show,6,38,Only God Was Above Us,Columbus,2025-06-02,Columbus 2,65,Columbus,Columbus: 2025-06-02
White Sky,Vampire Weekend,"KEMBA Live!, Columbus, OH, USA",Jun,2,2025,Only God Was Above Us,VW Show,7,14,Contra,Columbus,2025-06-02,Columbus 2,65,Columbus,Columbus: 2025-06-02
Unbelievers,Vampire Weekend,"KEMBA Live!, Columbus, OH, USA",Jun,2,2025,Only God Was Above Us,VW Show,8,25,Modern Vampires of the City,Columbus,2025-06-02,Columbus 2,65,Columbus,Columbus: 2025-06-02
This Life,Vampire Weekend,"KEMBA Live!, Columbus, OH, USA",Jun,2,2025,Only God Was Above Us,VW Show,9,57,Father of the Bride,Columbus,2025-06-02,Columbus 2,65,Columbus,Columbus: 2025-06-02
Sunflower,Vampire Weekend,"KEMBA Live!, Columbus, OH, USA",Jun,2,2025,Only God Was Above Us,VW Show,10,65,Father of the Bride,Columbus,2025-06-02,Columbus 2,65,Columbus,Columbus: 2025-06-02
Sympathy,Vampire Weekend,"KEMBA Live!, Columbus, OH, USA",Jun,2,2025,Only God Was Above Us,VW Show,11,64,Father of the Bride,Columbus,2025-06-02,Columbus 2,65,Columbus,Columbus: 2025-06-02
Bambina,Vampire Weekend,"KEMBA Live!, Columbus, OH, USA",Jun,2,2025,Only God Was Above Us,VW Show,12,56,Father of the Bride,Columbus,2025-06-02,Columbus 2,65,Columbus,Columbus: 2025-06-02
Pravda,Vampire Weekend,"KEMBA Live!, Columbus, OH, USA",Jun,2,2025,Only God Was Above Us,VW Show,13,44,Only God Was Above Us,Columbus,2025-06-02,Columbus 2,65,Columbus,Columbus: 2025-06-02
Capricorn,Vampire Weekend,"KEMBA Live!, Columbus, OH, USA",Jun,2,2025,Only God Was Above Us,VW Show,14,36,Only God Was Above Us,Columbus,2025-06-02,Columbus 2,65,Columbus,Columbus: 2025-06-02
Gen-X Cops,Vampire Weekend,"KEMBA Live!, Columbus, OH, USA",Jun,2,2025,Only God Was Above Us,VW Show,15,39,Only God Was Above Us,Columbus,2025-06-02,Columbus 2,65,Columbus,Columbus: 2025-06-02
Diane Young,Vampire Weekend,"KEMBA Live!, Columbus, OH, USA",Jun,2,2025,Only God Was Above Us,VW Show,16,27,Modern Vampires of the City,Columbus,2025-06-02,Columbus 2,65,Columbus,Columbus: 2025-06-02
Cousins,Vampire Weekend,"KEMBA Live!, Columbus, OH, USA",Jun,2,2025,Only God Was Above Us,VW Show,17,19,Contra,Columbus,2025-06-02,Columbus 2,65,Columbus,Columbus: 2025-06-02
A-Punk,Vampire Weekend,"KEMBA Live!, Columbus, OH, USA",Jun,2,2025,Only God Was Above Us,VW Show,18,3,Vampire Weekend,Columbus,2025-06-02,Columbus 2,65,Columbus,Columbus: 2025-06-02
Prep-School Gangsters,Vampire Weekend,"KEMBA Live!, Columbus, OH, USA",Jun,2,2025,Only God Was Above Us,VW Show,19,43,Only God Was Above Us,Columbus,2025-06-02,Columbus 2,65,Columbus,Columbus: 2025-06-02
Mary Boone,Vampire Weekend,"KEMBA Live!, Columbus, OH, USA",Jun,2,2025,Only God Was Above Us,VW Show,20,41,Only God Was Above Us,Columbus,2025-06-02,Columbus 2,65,Columbus,Columbus: 2025-06-02
Obvious Bicycle,Vampire Weekend,"KEMBA Live!, Columbus, OH, USA",Jun,2,2025,Only God Was Above Us,VW Show,21,24,Modern Vampires of the City,Columbus,2025-06-02,Columbus 2,65,Columbus,Columbus: 2025-06-02
Harmony Hall,Vampire Weekend,"KEMBA Live!, Columbus, OH, USA",Jun,2,2025,Only God Was Above Us,VW Show,22,55,Father of the Bride,Columbus,2025-06-02,Columbus 2,65,Columbus,Columbus: 2025-06-02
Hope,Vampire Weekend,"KEMBA Live!, Columbus, OH, USA",Jun,2,2025,Only God Was Above Us,VW Show,23,42,Only God Was Above Us,Columbus,2025-06-02,Columbus 2,65,Columbus,Columbus: 2025-06-02
Walcott,Vampire Weekend,"KEMBA Live!, Columbus, OH, USA",Jun,2,2025,Only God Was Above Us,VW Show,35,10,Vampire Weekend,Columbus,2025-06-02,Columbus 2,65,Columbus,Columbus: 2025-06-02
Hold You Now,Vampire Weekend,"Metropolitan Opera House, Philadelphia, PA, USA",May,31,2025,Only God Was Above Us,VW Show,1,54,Father of the Bride,Philadelphia,2025-05-31,Philadelphia 31,64,Philadelphia 3,Philadelphia 3: 2025-05-31
Oxford Comma,Vampire Weekend,"Metropolitan Opera House, Philadelphia, PA, USA",May,31,2025,Only God Was Above Us,VW Show,2,2,Vampire Weekend,Philadelphia,2025-05-31,Philadelphia 31,64,Philadelphia 3,Philadelphia 3: 2025-05-31
One (Blake's Got a New Face),Vampire Weekend,"Metropolitan Opera House, Philadelphia, PA, USA",May,31,2025,Only God Was Above Us,VW Show,3,8,Vampire Weekend,Philadelphia,2025-05-31,Philadelphia 31,64,Philadelphia 3,Philadelphia 3: 2025-05-31
Ice Cream Piano,Vampire Weekend,"Metropolitan Opera House, Philadelphia, PA, USA",May,31,2025,Only God Was Above Us,VW Show,4,40,Only God Was Above Us,Philadelphia,2025-05-31,Philadelphia 31,64,Philadelphia 3,Philadelphia 3: 2025-05-31
Classical,Vampire Weekend,"Metropolitan Opera House, Philadelphia, PA, USA",May,31,2025,Only God Was Above Us,VW Show,5,37,Only God Was Above Us,Philadelphia,2025-05-31,Philadelphia 31,64,Philadelphia 3,Philadelphia 3: 2025-05-31
Connect,Vampire Weekend,"Metropolitan Opera House, Philadelphia, PA, USA",May,31,2025,Only God Was Above Us,VW Show,6,38,Only God Was Above Us,Philadelphia,2025-05-31,Philadelphia 31,64,Philadelphia 3,Philadelphia 3: 2025-05-31
Unbelievers,Vampire Weekend,"Metropolitan Opera House, Philadelphia, PA, USA",May,31,2025,Only God Was Above Us,VW Show,7,25,Modern Vampires of the City,Philadelphia,2025-05-31,Philadelphia 31,64,Philadelphia 3,Philadelphia 3: 2025-05-31
Cape Cod Kwassa Kwassa,Vampire Weekend,"Metropolitan Opera House, Philadelphia, PA, USA",May,31,2025,Only God Was Above Us,VW Show,8,4,Vampire Weekend,Philadelphia,2025-05-31,Philadelphia 31,64,Philadelphia 3,Philadelphia 3: 2025-05-31
This Life,Vampire Weekend,"Metropolitan Opera House, Philadelphia, PA, USA",May,31,2025,Only God Was Above Us,VW Show,9,57,Father of the Bride,Philadelphia,2025-05-31,Philadelphia 31,64,Philadelphia 3,Philadelphia 3: 2025-05-31
Stranger,Vampire Weekend,"Metropolitan Opera House, Philadelphia, PA, USA",May,31,2025,Only God Was Above Us,VW Show,10,69,Father of the Bride,Philadelphia,2025-05-31,Philadelphia 31,64,Philadelphia 3,Philadelphia 3: 2025-05-31
Diplomat's Son,Vampire Weekend,"Metropolitan Opera House, Philadelphia, PA, USA",May,31,2025,Only God Was Above Us,VW Show,11,21,Contra,Philadelphia,2025-05-31,Philadelphia 31,64,Philadelphia 3,Philadelphia 3: 2025-05-31
Giving Up the Gun,Vampire Weekend,"Metropolitan Opera House, Philadelphia, PA, USA",May,31,2025,Only God Was Above Us,VW Show,12,20,Contra,Philadelphia,2025-05-31,Philadelphia 31,64,Philadelphia 3,Philadelphia 3: 2025-05-31
We Belong Together,Vampire Weekend,"Metropolitan Opera House, Philadelphia, PA, USA",May,31,2025,Only God Was Above Us,VW Show,13,68,Father of the Bride,Philadelphia,2025-05-31,Philadelphia 31,64,Philadelphia 3,Philadelphia 3: 2025-05-31
