sets,artist,venue,month,day,year,tour,festival,song_num,num,album,city
The Surfer,Vampire Weekend,"O2 Academy Brixton, London, England",Dec,11,2024,Only God Was Above Us,0,12,45,Only God Was Above Us,London
California English,Vampire Weekend,"O2 Academy Brixton, London, England",Dec,11,2024,Only God Was Above Us,0,13,16,Contra,London
Campus,Vampire Weekend,"O2 Academy Brixton, London, England",Dec,11,2024,Only God Was Above Us,0,14,6,Vampire Weekend,London
Oxford Comma,Vampire Weekend,"O2 Academy Brixton, London, England",Dec,11,2024,Only God Was Above Us,0,15,2,Vampire Weekend,London
Capricorn,Vampire Weekend,"O2 Academy Brixton, London, England",Dec,11,2024,Only God Was Above Us,0,16,36,Only God Was Above Us,London
Gen-X Cops,Vampire Weekend,"O2 Academy Brixton, London, England",Dec,11,2024,Only God Was Above Us,0,17,39,Only God Was Above Us,London
Diane Young,Vampire Weekend,"O2 Academy Brixton, London, England",Dec,11,2024,Only God Was Above Us,0,18,27,Modern Vampires of the City,London
Cousins,Vampire Weekend,"O2 Academy Brixton, London, England",Dec,11,2024,Only God Was Above Us,0,19,19,Contra,London
A-Punk,Vampire Weekend,"O2 Academy Brixton, London, England",Dec,11,2024,Only God Was Above Us,0,20,3,Vampire Weekend,London
Mary Boone,Vampire Weekend,"O2 Academy Brixton, London, England",Dec,11,2024,Only God Was Above Us,0,22,41,Only God Was Above Us,London
Hannah Hunt,Vampire Weekend,"O2 Academy Brixton, London, England",Dec,11,2024,Only God Was Above Us,0,23,29,Modern Vampires of the City,London
Harmony Hall,Vampire Weekend,"O2 Academy Brixton, London, England",Dec,11,2024,Only God Was Above Us,0,24,55,Father of the Bride,London
Hope,Vampire Weekend,"O2 Academy Brixton, London, England",Dec,11,2024,Only God Was Above Us,0,25,42,Only God Was Above Us,London
Walcott,Vampire Weekend,"O2 Academy Brixton, London, England",Dec,11,2024,Only God Was Above Us,0,37,10,Vampire Weekend,London
Oxford Comma,Vampire Weekend,"O2 Academy Brixton, London, England",Dec,10,2024,Only God Was Above Us,0,1,2,Vampire Weekend,London
Campus,Vampire Weekend,"O2 Academy Brixton, London, England",Dec,10,2024,Only God Was Above Us,0,2,6,Vampire Weekend,London
Boston (Ladies of Cambridge),Vampire Weekend,"O2 Academy Brixton, London, England",Dec,10,2024,Only God Was Above Us,0,3,48,Other,London
Ice Cream Piano,Vampire Weekend,"O2 Academy Brixton, London, England",Dec,10,2024,Only God Was Above Us,0,4,40,Only God Was Above Us,London
Classical,Vampire Weekend,"O2 Academy Brixton, London, England",Dec,10,2024,Only God Was Above Us,0,5,37,Only God Was Above Us,London
Connect,Vampire Weekend,"O2 Academy Brixton, London, England",Dec,10,2024,Only God Was Above Us,0,6,38,Only God Was Above Us,London
Cape Cod Kwassa Kwassa,Vampire Weekend,"O2 Academy Brixton, London, England",Dec,10,2024,Only God Was Above Us,0,7,4,Vampire Weekend,London
White Sky,Vampire Weekend,"O2 Academy Brixton, London, England",Dec,10,2024,Only God Was Above Us,0,8,14,Contra,London
This Life,Vampire Weekend,"O2 Academy Brixton, London, England",Dec,10,2024,Only God Was Above Us,0,9,57,Father of the Bride,London
Sympathy,Vampire Weekend,"O2 Academy Brixton, London, England",Dec,10,2024,Only God Was Above Us,0,10,64,Father of the Bride,London
New Dorp. New York,Vampire Weekend,"O2 Academy Brixton, London, England",Dec,10,2024,Only God Was Above Us,0,11,53,Other,London
Pravda,Vampire Weekend,"O2 Academy Brixton, London, England",Dec,10,2024,Only God Was Above Us,0,12,44,Only God Was Above Us,London
How Long?,Vampire Weekend,"O2 Academy Brixton, London, England",Dec,10,2024,Only God Was Above Us,0,13,59,Father of the Bride,London
Capricorn,Vampire Weekend,"O2 Academy Brixton, London, England",Dec,10,2024,Only God Was Above Us,0,14,36,Only God Was Above Us,London
Gen-X Cops,Vampire Weekend,"O2 Academy Brixton, London, England",Dec,10,2024,Only God Was Above Us,0,15,39,Only God Was Above Us,London
Diane Young,Vampire Weekend,"O2 Academy Brixton, London, England",Dec,10,2024,Only God Was Above Us,0,16,27,Modern Vampires of the City,London
A-Punk,Vampire Weekend,"O2 Academy Brixton, London, England",Dec,10,2024,Only God Was Above Us,0,17,3,Vampire Weekend,London
Prep-School Gangsters,Vampire Weekend,"O2 Academy Brixton, London, England",Dec,10,2024,Only God Was Above Us,0,18,43,Only God Was Above Us,London
Obvious Bicycle,Vampire Weekend,"O2 Academy Brixton, London, England",Dec,10,2024,Only God Was Above Us,0,19,24,Modern Vampires of the City,London
Mary Boone,Vampire Weekend,"O2 Academy Brixton, London, England",Dec,10,2024,Only God Was Above Us,0,20,41,Only God Was Above Us,London
Harmony Hall,Vampire Weekend,"O2 Academy Brixton, London, England",Dec,10,2024,Only God Was Above Us,0,21,55,Father of the Bride,London
Hope,Vampire Weekend,"O2 Academy Brixton, London, England",Dec,10,2024,Only God Was Above Us,0,22,42,Only God Was Above Us,London
Worship You,Vampire Weekend,"O2 Academy Brixton, London, England",Dec,10,2024,Only God Was Above Us,0,36,32,Modern Vampires of the City,London
Ya Hey,Vampire Weekend,"O2 Academy Brixton, London, England",Dec,10,2024,Only God Was Above Us,0,37,33,Modern Vampires of the City,London
Cape Cod Kwassa Kwassa,Vampire Weekend,"The OVO Hydro, Glasgow, Scotland",Dec,8,2024,Only God Was Above Us,0,1,4,Vampire Weekend,Glasgow
Holiday,Vampire Weekend,"The OVO Hydro, Glasgow, Scotland",Dec,8,2024,Only God Was Above Us,0,2,15,Contra,Glasgow
One (Blake's Got a New Face),Vampire Weekend,"The OVO Hydro, Glasgow, Scotland",Dec,8,2024,Only God Was Above Us,0,3,8,Vampire Weekend,Glasgow
Ice Cream Piano,Vampire Weekend,"The OVO Hydro, Glasgow, Scotland",Dec,8,2024,Only God Was Above Us,0,4,40,Only God Was Above Us,Glasgow
Classical,Vampire Weekend,"The OVO Hydro, Glasgow, Scotland",Dec,8,2024,Only God Was Above Us,0,5,37,Only God Was Above Us,Glasgow
Connect,Vampire Weekend,"The OVO Hydro, Glasgow, Scotland",Dec,8,2024,Only God Was Above Us,0,6,38,Only God Was Above Us,Glasgow
Unbelievers,Vampire Weekend,"The OVO Hydro, Glasgow, Scotland",Dec,8,2024,Only God Was Above Us,0,7,25,Modern Vampires of the City,Glasgow
Step,Vampire Weekend,"The OVO Hydro, Glasgow, Scotland",Dec,8,2024,Only God Was Above Us,0,8,26,Modern Vampires of the City,Glasgow
This Life,Vampire Weekend,"The OVO Hydro, Glasgow, Scotland",Dec,8,2024,Only God Was Above Us,0,9,57,Father of the Bride,Glasgow
Sympathy,Vampire Weekend,"The OVO Hydro, Glasgow, Scotland",Dec,8,2024,Only God Was Above Us,0,10,64,Father of the Bride,Glasgow
New Dorp. New York,Vampire Weekend,"The OVO Hydro, Glasgow, Scotland",Dec,8,2024,Only God Was Above Us,0,11,53,Other,Glasgow
The Surfer,Vampire Weekend,"The OVO Hydro, Glasgow, Scotland",Dec,8,2024,Only God Was Above Us,0,12,45,Only God Was Above Us,Glasgow
Worship You,Vampire Weekend,"The OVO Hydro, Glasgow, Scotland",Dec,8,2024,Only God Was Above Us,0,13,32,Modern Vampires of the City,Glasgow
Oxford Comma,Vampire Weekend,"The OVO Hydro, Glasgow, Scotland",Dec,8,2024,Only God Was Above Us,0,14,2,Vampire Weekend,Glasgow
Capricorn,Vampire Weekend,"The OVO Hydro, Glasgow, Scotland",Dec,8,2024,Only God Was Above Us,0,15,36,Only God Was Above Us,Glasgow
Gen-X Cops,Vampire Weekend,"The OVO Hydro, Glasgow, Scotland",Dec,8,2024,Only God Was Above Us,0,16,39,Only God Was Above Us,Glasgow
Diane Young,Vampire Weekend,"The OVO Hydro, Glasgow, Scotland",Dec,8,2024,Only God Was Above Us,0,17,27,Modern Vampires of the City,Glasgow
Cousins,Vampire Weekend,"The OVO Hydro, Glasgow, Scotland",Dec,8,2024,Only God Was Above Us,0,18,19,Contra,Glasgow
A-Punk,Vampire Weekend,"The OVO Hydro, Glasgow, Scotland",Dec,8,2024,Only God Was Above Us,0,19,3,Vampire Weekend,Glasgow
Prep-School Gangsters,Vampire Weekend,"The OVO Hydro, Glasgow, Scotland",Dec,8,2024,Only God Was Above Us,0,20,43,Only God Was Above Us,Glasgow
Mary Boone,Vampire Weekend,"The OVO Hydro, Glasgow, Scotland",Dec,8,2024,Only God Was Above Us,0,21,41,Only God Was Above Us,Glasgow
Harmony Hall,Vampire Weekend,"The OVO Hydro, Glasgow, Scotland",Dec,8,2024,Only God Was Above Us,0,22,55,Father of the Bride,Glasgow
Hope,Vampire Weekend,"The OVO Hydro, Glasgow, Scotland",Dec,8,2024,Only God Was Above Us,0,23,42,Only God Was Above Us,Glasgow
Campus,Vampire Weekend,"The OVO Hydro, Glasgow, Scotland",Dec,8,2024,Only God Was Above Us,0,35,6,Vampire Weekend,Glasgow
Walcott,Vampire Weekend,"The OVO Hydro, Glasgow, Scotland",Dec,8,2024,Only God Was Above Us,0,36,10,Vampire Weekend,Glasgow
Holiday,Vampire Weekend,"Civic Hall, Wolverhampton, England",Dec,6,2024,Only God Was Above Us,0,1,15,Contra,Wolverhampton
Oxford Comma,Vampire Weekend,"Civic Hall, Wolverhampton, England",Dec,6,2024,Only God Was Above Us,0,2,2,Vampire Weekend,Wolverhampton
One (Blake's Got a New Face),Vampire Weekend,"Civic Hall, Wolverhampton, England",Dec,6,2024,Only God Was Above Us,0,3,8,Vampire Weekend,Wolverhampton
Ice Cream Piano,Vampire Weekend,"Civic Hall, Wolverhampton, England",Dec,6,2024,Only God Was Above Us,0,4,40,Only God Was Above Us,Wolverhampton
Classical,Vampire Weekend,"Civic Hall, Wolverhampton, England",Dec,6,2024,Only God Was Above Us,0,5,37,Only God Was Above Us,Wolverhampton
Connect,Vampire Weekend,"Civic Hall, Wolverhampton, England",Dec,6,2024,Only God Was Above Us,0,6,38,Only God Was Above Us,Wolverhampton
White Sky,Vampire Weekend,"Civic Hall, Wolverhampton, England",Dec,6,2024,Only God Was Above Us,0,7,14,Contra,Wolverhampton
Unbelievers,Vampire Weekend,"Civic Hall, Wolverhampton, England",Dec,6,2024,Only God Was Above Us,0,8,25,Modern Vampires of the City,Wolverhampton
This Life,Vampire Weekend,"Civic Hall, Wolverhampton, England",Dec,6,2024,Only God Was Above Us,0,9,57,Father of the Bride,Wolverhampton
Sunflower,Vampire Weekend,"Civic Hall, Wolverhampton, England",Dec,6,2024,Only God Was Above Us,0,10,65,Father of the Bride,Wolverhampton
Sympathy,Vampire Weekend,"Civic Hall, Wolverhampton, England",Dec,6,2024,Only God Was Above Us,0,11,64,Father of the Bride,Wolverhampton
Giving Up the Gun,Vampire Weekend,"Civic Hall, Wolverhampton, England",Dec,6,2024,Only God Was Above Us,0,12,20,Contra,Wolverhampton
Pravda,Vampire Weekend,"Civic Hall, Wolverhampton, England",Dec,6,2024,Only God Was Above Us,0,13,44,Only God Was Above Us,Wolverhampton
Capricorn,Vampire Weekend,"Civic Hall, Wolverhampton, England",Dec,6,2024,Only God Was Above Us,0,14,36,Only God Was Above Us,Wolverhampton
Gen-X Cops,Vampire Weekend,"Civic Hall, Wolverhampton, England",Dec,6,2024,Only God Was Above Us,0,15,39,Only God Was Above Us,Wolverhampton
Diane Young,Vampire Weekend,"Civic Hall, Wolverhampton, England",Dec,6,2024,Only God Was Above Us,0,16,27,Modern Vampires of the City,Wolverhampton
Cousins,Vampire Weekend,"Civic Hall, Wolverhampton, England",Dec,6,2024,Only God Was Above Us,0,17,19,Contra,Wolverhampton
A-Punk,Vampire Weekend,"Civic Hall, Wolverhampton, England",Dec,6,2024,Only God Was Above Us,0,18,3,Vampire Weekend,Wolverhampton
Mary Boone,Vampire Weekend,"Civic Hall, Wolverhampton, England",Dec,6,2024,Only God Was Above Us,0,20,41,Only God Was Above Us,Wolverhampton
Harmony Hall,Vampire Weekend,"Civic Hall, Wolverhampton, England",Dec,6,2024,Only God Was Above Us,0,21,55,Father of the Bride,Wolverhampton
Hope,Vampire Weekend,"Civic Hall, Wolverhampton, England",Dec,6,2024,Only God Was Above Us,0,22,42,Only God Was Above Us,Wolverhampton
Walcott,Vampire Weekend,"Civic Hall, Wolverhampton, England",Dec,6,2024,Only God Was Above Us,0,35,10,Vampire Weekend,Wolverhampton
Hold You Now,Vampire Weekend,"Eventim Apollo, London, England",Dec,5,2024,Only God Was Above Us,0,1,54,Father of the Bride,London
Campus,Vampire Weekend,"Eventim Apollo, London, England",Dec,5,2024,Only God Was Above Us,0,2,6,Vampire Weekend,London
I Stand Corrected,Vampire Weekend,"Eventim Apollo, London, England",Dec,5,2024,Only God Was Above Us,0,3,9,Vampire Weekend,London
Ice Cream Piano,Vampire Weekend,"Eventim Apollo, London, England",Dec,5,2024,Only God Was Above Us,0,4,40,Only God Was Above Us,London
Classical,Vampire Weekend,"Eventim Apollo, London, England",Dec,5,2024,Only God Was Above Us,0,5,37,Only God Was Above Us,London
Connect,Vampire Weekend,"Eventim Apollo, London, England",Dec,5,2024,Only God Was Above Us,0,6,38,Only God Was Above Us,London
Unbelievers,Vampire Weekend,"Eventim Apollo, London, England",Dec,5,2024,Only God Was Above Us,0,7,25,Modern Vampires of the City,London
Cape Cod Kwassa Kwassa,Vampire Weekend,"Eventim Apollo, London, England",Dec,5,2024,Only God Was Above Us,0,8,4,Vampire Weekend,London
This Life,Vampire Weekend,"Eventim Apollo, London, England",Dec,5,2024,Only God Was Above Us,0,9,57,Father of the Bride,London
Sympathy,Vampire Weekend,"Eventim Apollo, London, England",Dec,5,2024,Only God Was Above Us,0,10,64,Father of the Bride,London
New Dorp. New York,Vampire Weekend,"Eventim Apollo, London, England",Dec,5,2024,Only God Was Above Us,0,11,53,Other,London
Run,Vampire Weekend,"Eventim Apollo, London, England",Dec,5,2024,Only God Was Above Us,0,12,18,Contra,London
Pravda,Vampire Weekend,"Eventim Apollo, London, England",Dec,5,2024,Only God Was Above Us,0,13,44,Only God Was Above Us,London
Ottoman,Vampire Weekend,"Eventim Apollo, London, England",Dec,5,2024,Only God Was Above Us,0,14,47,Other,London
Capricorn,Vampire Weekend,"Eventim Apollo, London, England",Dec,5,2024,Only God Was Above Us,0,15,36,Only God Was Above Us,London
Gen-X Cops,Vampire Weekend,"Eventim Apollo, London, England",Dec,5,2024,Only God Was Above Us,0,16,39,Only God Was Above Us,London
Diane Young,Vampire Weekend,"Eventim Apollo, London, England",Dec,5,2024,Only God Was Above Us,0,17,27,Modern Vampires of the City,London
Cousins,Vampire Weekend,"Eventim Apollo, London, England",Dec,5,2024,Only God Was Above Us,0,18,19,Contra,London
A-Punk,Vampire Weekend,"Eventim Apollo, London, England",Dec,5,2024,Only God Was Above Us,0,19,3,Vampire Weekend,London
Prep-School Gangsters,Vampire Weekend,"Eventim Apollo, London, England",Dec,5,2024,Only God Was Above Us,0,20,43,Only God Was Above Us,London
Mary Boone,Vampire Weekend,"Eventim Apollo, London, England",Dec,5,2024,Only God Was Above Us,0,21,41,Only God Was Above Us,London
Hannah Hunt,Vampire Weekend,"Eventim Apollo, London, England",Dec,5,2024,Only God Was Above Us,0,22,29,Modern Vampires of the City,London
Harmony Hall,Vampire Weekend,"Eventim Apollo, London, England",Dec,5,2024,Only God Was Above Us,0,23,55,Father of the Bride,London
Hope,Vampire Weekend,"Eventim Apollo, London, England",Dec,5,2024,Only God Was Above Us,0,24,42,Only God Was Above Us,London
Worship You,Vampire Weekend,"Eventim Apollo, London, England",Dec,5,2024,Only God Was Above Us,0,34,32,Modern Vampires of the City,London
Ya Hey,Vampire Weekend,"Eventim Apollo, London, England",Dec,5,2024,Only God Was Above Us,0,35,33,Modern Vampires of the City,London
Cousins,Vampire Weekend,"Eventim Apollo, London, England",Dec,4,2024,Only God Was Above Us,0,1,19,Contra,London
Holiday,Vampire Weekend,"Eventim Apollo, London, England",Dec,4,2024,Only God Was Above Us,0,2,15,Contra,London
One (Blake's Got a New Face),Vampire Weekend,"Eventim Apollo, London, England",Dec,4,2024,Only God Was Above Us,0,3,8,Vampire Weekend,London
Ice Cream Piano,Vampire Weekend,"Eventim Apollo, London, England",Dec,4,2024,Only God Was Above Us,0,4,40,Only God Was Above Us,London
Classical,Vampire Weekend,"Eventim Apollo, London, England",Dec,4,2024,Only God Was Above Us,0,5,37,Only God Was Above Us,London
Connect,Vampire Weekend,"Eventim Apollo, London, England",Dec,4,2024,Only God Was Above Us,0,6,38,Only God Was Above Us,London
White Sky,Vampire Weekend,"Eventim Apollo, London, England",Dec,4,2024,Only God Was Above Us,0,7,14,Contra,London
Step,Vampire Weekend,"Eventim Apollo, London, England",Dec,4,2024,Only God Was Above Us,0,8,26,Modern Vampires of the City,London
This Life,Vampire Weekend,"Eventim Apollo, London, England",Dec,4,2024,Only God Was Above Us,0,9,57,Father of the Bride,London
Sunflower,Vampire Weekend,"Eventim Apollo, London, England",Dec,4,2024,Only God Was Above Us,0,10,65,Father of the Bride,London
Sympathy,Vampire Weekend,"Eventim Apollo, London, England",Dec,4,2024,Only God Was Above Us,0,11,64,Father of the Bride,London
The Surfer,Vampire Weekend,"Eventim Apollo, London, England",Dec,4,2024,Only God Was Above Us,0,12,45,Only God Was Above Us,London
Diplomat's Son,Vampire Weekend,"Eventim Apollo, London, England",Dec,4,2024,Only God Was Above Us,0,13,21,Contra,London
Bambina,Vampire Weekend,"Eventim Apollo, London, England",Dec,4,2024,Only God Was Above Us,0,14,56,Father of the Bride,London
Oxford Comma,Vampire Weekend,"Eventim Apollo, London, England",Dec,4,2024,Only God Was Above Us,0,15,2,Vampire Weekend,London
Capricorn,Vampire Weekend,"Eventim Apollo, London, England",Dec,4,2024,Only God Was Above Us,0,16,36,Only God Was Above Us,London
Gen-X Cops,Vampire Weekend,"Eventim Apollo, London, England",Dec,4,2024,Only God Was Above Us,0,17,39,Only God Was Above Us,London
Diane Young,Vampire Weekend,"Eventim Apollo, London, England",Dec,4,2024,Only God Was Above Us,0,18,27,Modern Vampires of the City,London
A-Punk,Vampire Weekend,"Eventim Apollo, London, England",Dec,4,2024,Only God Was Above Us,0,19,3,Vampire Weekend,London
Prep-School Gangsters,Vampire Weekend,"Eventim Apollo, London, England",Dec,4,2024,Only God Was Above Us,0,20,43,Only God Was Above Us,London
Mary Boone,Vampire Weekend,"Eventim Apollo, London, England",Dec,4,2024,Only God Was Above Us,0,21,41,Only God Was Above Us,London
Harmony Hall,Vampire Weekend,"Eventim Apollo, London, England",Dec,4,2024,Only God Was Above Us,0,22,55,Father of the Bride,London
Hope,Vampire Weekend,"Eventim Apollo, London, England",Dec,4,2024,Only God Was Above Us,0,23,42,Only God Was Above Us,London
Walcott,Vampire Weekend,"Eventim Apollo, London, England",Dec,4,2024,Only God Was Above Us,0,36,10,Vampire Weekend,London
Mansard Roof,Vampire Weekend,"O2 Apollo Manchester, Manchester, England",Dec,2,2024,Only God Was Above Us,0,1,1,Vampire Weekend,Manchester
Oxford Comma,Vampire Weekend,"O2 Apollo Manchester, Manchester, England",Dec,2,2024,Only God Was Above Us,0,2,2,Vampire Weekend,Manchester
Bryn,Vampire Weekend,"O2 Apollo Manchester, Manchester, England",Dec,2,2024,Only God Was Above Us,0,3,7,Vampire Weekend,Manchester
Ice Cream Piano,Vampire Weekend,"O2 Apollo Manchester, Manchester, England",Dec,2,2024,Only God Was Above Us,0,4,40,Only God Was Above Us,Manchester
Classical,Vampire Weekend,"O2 Apollo Manchester, Manchester, England",Dec,2,2024,Only God Was Above Us,0,5,37,Only God Was Above Us,Manchester
Connect,Vampire Weekend,"O2 Apollo Manchester, Manchester, England",Dec,2,2024,Only God Was Above Us,0,6,38,Only God Was Above Us,Manchester
White Sky,Vampire Weekend,"O2 Apollo Manchester, Manchester, England",Dec,2,2024,Only God Was Above Us,0,7,14,Contra,Manchester
Cape Cod Kwassa Kwassa,Vampire Weekend,"O2 Apollo Manchester, Manchester, England",Dec,2,2024,Only God Was Above Us,0,8,4,Vampire Weekend,Manchester
