sets	artist	venue	month	day	year	song_num
Unbelievers	Vampire Weekend	"Avenue of the Saints Amphitheater and Event Center, Saint Charles, IA, USA"	Aug	3	2024	7
Cape Cod Kwassa Kwassa	Vampire Weekend	"Avenue of the Saints Amphitheater and Event Center, Saint Charles, IA, USA"	Aug	3	2024	8
This Life	Vampire Weekend	"Avenue of the Saints Amphitheater and Event Center, Saint Charles, IA, USA"	Aug	3	2024	9
Sunflower	Vampire Weekend	"Avenue of the Saints Amphitheater and Event Center, Saint Charles, IA, USA"	Aug	3	2024	10
Sympathy	Vampire Weekend	"Avenue of the Saints Amphitheater and Event Center, Saint Charles, IA, USA"	Aug	3	2024	11
Campus	Vampire Weekend	"Avenue of the Saints Amphitheater and Event Center, Saint Charles, IA, USA"	Aug	3	2024	12
Oxford Comma	Vampire Weekend	"Avenue of the Saints Amphitheater and Event Center, Saint Charles, IA, USA"	Aug	3	2024	13
Capricorn	Vampire Weekend	"Avenue of the Saints Amphitheater and Event Center, Saint Charles, IA, USA"	Aug	3	2024	14
Gen-X Cops	Vampire Weekend	"Avenue of the Saints Amphitheater and Event Center, Saint Charles, IA, USA"	Aug	3	2024	15
Diane Young	Vampire Weekend	"Avenue of the Saints Amphitheater and Event Center, Saint Charles, IA, USA"	Aug	3	2024	16
A-Punk	Vampire Weekend	"Avenue of the Saints Amphitheater and Event Center, Saint Charles, IA, USA"	Aug	3	2024	17
Mary Boone	Vampire Weekend	"Avenue of the Saints Amphitheater and Event Center, Saint Charles, IA, USA"	Aug	3	2024	18
Harmony Hall	Vampire Weekend	"Avenue of the Saints Amphitheater and Event Center, Saint Charles, IA, USA"	Aug	3	2024	19
Walcott	Vampire Weekend	"Avenue of the Saints Amphitheater and Event Center, Saint Charles, IA, USA"	Aug	3	2024	20
Cousins	Vampire Weekend	"BMO Pavilion, Milwaukee, WI, USA"	Aug	1	2024	1
Holiday	Vampire Weekend	"BMO Pavilion, Milwaukee, WI, USA"	Aug	1	2024	2
Ice Cream Piano	Vampire Weekend	"BMO Pavilion, Milwaukee, WI, USA"	Aug	1	2024	3
Classical	Vampire Weekend	"BMO Pavilion, Milwaukee, WI, USA"	Aug	1	2024	4
Connect	Vampire Weekend	"BMO Pavilion, Milwaukee, WI, USA"	Aug	1	2024	5
White Sky	Vampire Weekend	"BMO Pavilion, Milwaukee, WI, USA"	Aug	1	2024	6
Unbelievers	Vampire Weekend	"BMO Pavilion, Milwaukee, WI, USA"	Aug	1	2024	7
This Life	Vampire Weekend	"BMO Pavilion, Milwaukee, WI, USA"	Aug	1	2024	8
Sunflower	Vampire Weekend	"BMO Pavilion, Milwaukee, WI, USA"	Aug	1	2024	9
M79	Vampire Weekend	"BMO Pavilion, Milwaukee, WI, USA"	Aug	1	2024	10
Diplomat's Son	Vampire Weekend	"BMO Pavilion, Milwaukee, WI, USA"	Aug	1	2024	11
Pravda	Vampire Weekend	"BMO Pavilion, Milwaukee, WI, USA"	Aug	1	2024	12
Campus	Vampire Weekend	"BMO Pavilion, Milwaukee, WI, USA"	Aug	1	2024	13
Capricorn	Vampire Weekend	"BMO Pavilion, Milwaukee, WI, USA"	Aug	1	2024	14
Gen-X Cops	Vampire Weekend	"BMO Pavilion, Milwaukee, WI, USA"	Aug	1	2024	15
Diane Young	Vampire Weekend	"BMO Pavilion, Milwaukee, WI, USA"	Aug	1	2024	16
A-Punk	Vampire Weekend	"BMO Pavilion, Milwaukee, WI, USA"	Aug	1	2024	17
Prep-School Gangsters	Vampire Weekend	"BMO Pavilion, Milwaukee, WI, USA"	Aug	1	2024	18
Mary Boone	Vampire Weekend	"BMO Pavilion, Milwaukee, WI, USA"	Aug	1	2024	19
Harmony Hall	Vampire Weekend	"BMO Pavilion, Milwaukee, WI, USA"	Aug	1	2024	20
Hope	Vampire Weekend	"BMO Pavilion, Milwaukee, WI, USA"	Aug	1	2024	21
Rubin and Cherise	Vampire Weekend	"BMO Pavilion, Milwaukee, WI, USA"	Aug	1	2024	22
Boys Don't Cry	Vampire Weekend	"BMO Pavilion, Milwaukee, WI, USA"	Aug	1	2024	23
Young Americans	Vampire Weekend	"BMO Pavilion, Milwaukee, WI, USA"	Aug	1	2024	24
Beat It	Vampire Weekend	"BMO Pavilion, Milwaukee, WI, USA"	Aug	1	2024	25
Whip It	Vampire Weekend	"BMO Pavilion, Milwaukee, WI, USA"	Aug	1	2024	26
It's Still Rock and Roll to Me	Vampire Weekend	"BMO Pavilion, Milwaukee, WI, USA"	Aug	1	2024	27
9 to 5	Vampire Weekend	"BMO Pavilion, Milwaukee, WI, USA"	Aug	1	2024	28
Shallow	Vampire Weekend	"BMO Pavilion, Milwaukee, WI, USA"	Aug	1	2024	29
Monster Mash	Vampire Weekend	"BMO Pavilion, Milwaukee, WI, USA"	Aug	1	2024	30
Take On Me	Vampire Weekend	"BMO Pavilion, Milwaukee, WI, USA"	Aug	1	2024	31
Me and Julio Down by the Schoolyard	Vampire Weekend	"BMO Pavilion, Milwaukee, WI, USA"	Aug	1	2024	32
Dancing in the Dark	Vampire Weekend	"BMO Pavilion, Milwaukee, WI, USA"	Aug	1	2024	33
Wouldn't It Be Nice	Vampire Weekend	"BMO Pavilion, Milwaukee, WI, USA"	Aug	1	2024	34
Surf's Up	Vampire Weekend	"BMO Pavilion, Milwaukee, WI, USA"	Aug	1	2024	35
Don't Worry Baby	Vampire Weekend	"BMO Pavilion, Milwaukee, WI, USA"	Aug	1	2024	36
Flower Moon	Vampire Weekend	"BMO Pavilion, Milwaukee, WI, USA"	Aug	1	2024	37
I Think Ur a Contra	Vampire Weekend	"BMO Pavilion, Milwaukee, WI, USA"	Aug	1	2024	38
Walcott	Vampire Weekend	"BMO Pavilion, Milwaukee, WI, USA"	Aug	1	2024	39
Hold You Now	Vampire Weekend	"Minneapolis Armory, Minneapolis, MN, USA"	Jul	31	2024	1
Holiday	Vampire Weekend	"Minneapolis Armory, Minneapolis, MN, USA"	Jul	31	2024	2
One (Blake's Got a New Face)	Vampire Weekend	"Minneapolis Armory, Minneapolis, MN, USA"	Jul	31	2024	3
Ice Cream Piano	Vampire Weekend	"Minneapolis Armory, Minneapolis, MN, USA"	Jul	31	2024	4
Classical	Vampire Weekend	"Minneapolis Armory, Minneapolis, MN, USA"	Jul	31	2024	5
Connect	Vampire Weekend	"Minneapolis Armory, Minneapolis, MN, USA"	Jul	31	2024	6
Cape Cod Kwassa Kwassa	Vampire Weekend	"Minneapolis Armory, Minneapolis, MN, USA"	Jul	31	2024	7
Unbelievers	Vampire Weekend	"Minneapolis Armory, Minneapolis, MN, USA"	Jul	31	2024	8
This Life	Vampire Weekend	"Minneapolis Armory, Minneapolis, MN, USA"	Jul	31	2024	9
Sympathy	Vampire Weekend	"Minneapolis Armory, Minneapolis, MN, USA"	Jul	31	2024	10
New Dorp. New York	Vampire Weekend	"Minneapolis Armory, Minneapolis, MN, USA"	Jul	31	2024	11
The Surfer	Vampire Weekend	"Minneapolis Armory, Minneapolis, MN, USA"	Jul	31	2024	12
Ottoman	Vampire Weekend	"Minneapolis Armory, Minneapolis, MN, USA"	Jul	31	2024	13
Oxford Comma	Vampire Weekend	"Minneapolis Armory, Minneapolis, MN, USA"	Jul	31	2024	14
Capricorn	Vampire Weekend	"Minneapolis Armory, Minneapolis, MN, USA"	Jul	31	2024	15
Gen-X Cops	Vampire Weekend	"Minneapolis Armory, Minneapolis, MN, USA"	Jul	31	2024	16
Diane Young	Vampire Weekend	"Minneapolis Armory, Minneapolis, MN, USA"	Jul	31	2024	17
Cousins	Vampire Weekend	"Minneapolis Armory, Minneapolis, MN, USA"	Jul	31	2024	18
A-Punk	Vampire Weekend	"Minneapolis Armory, Minneapolis, MN, USA"	Jul	31	2024	19
Prep-School Gangsters	Vampire Weekend	"Minneapolis Armory, Minneapolis, MN, USA"	Jul	31	2024	20
Mary Boone	Vampire Weekend	"Minneapolis Armory, Minneapolis, MN, USA"	Jul	31	2024	21
Hannah Hunt	Vampire Weekend	"Minneapolis Armory, Minneapolis, MN, USA"	Jul	31	2024	22
Harmony Hall	Vampire Weekend	"Minneapolis Armory, Minneapolis, MN, USA"	Jul	31	2024	23
Jokerman	Vampire Weekend	"Minneapolis Armory, Minneapolis, MN, USA"	Jul	31	2024	24
Sabotage	Vampire Weekend	"Minneapolis Armory, Minneapolis, MN, USA"	Jul	31	2024	25
And She Was	Vampire Weekend	"Minneapolis Armory, Minneapolis, MN, USA"	Jul	31	2024	26
Ramblin' Man	Vampire Weekend	"Minneapolis Armory, Minneapolis, MN, USA"	Jul	31	2024	27
Seven Nation Army	Vampire Weekend	"Minneapolis Armory, Minneapolis, MN, USA"	Jul	31	2024	28
Santeria	Vampire Weekend	"Minneapolis Armory, Minneapolis, MN, USA"	Jul	31	2024	29
Take On Me	Vampire Weekend	"Minneapolis Armory, Minneapolis, MN, USA"	Jul	31	2024	30
Higher	Vampire Weekend	"Minneapolis Armory, Minneapolis, MN, USA"	Jul	31	2024	31
Crash Into Me	Vampire Weekend	"Minneapolis Armory, Minneapolis, MN, USA"	Jul	31	2024	32
Don't Look Back in Anger	Vampire Weekend	"Minneapolis Armory, Minneapolis, MN, USA"	Jul	31	2024	33
Purple Rain	Vampire Weekend	"Minneapolis Armory, Minneapolis, MN, USA"	Jul	31	2024	34
Walcott	Vampire Weekend	"Minneapolis Armory, Minneapolis, MN, USA"	Jul	31	2024	35
Mansard Roof	Vampire Weekend	"Minneapolis Armory, Minneapolis, MN, USA"	Jul	30	2024	1
Campus	Vampire Weekend	"Minneapolis Armory, Minneapolis, MN, USA"	Jul	30	2024	2
I Stand Corrected	Vampire Weekend	"Minneapolis Armory, Minneapolis, MN, USA"	Jul	30	2024	3
Ice Cream Piano	Vampire Weekend	"Minneapolis Armory, Minneapolis, MN, USA"	Jul	30	2024	4
Classical	Vampire Weekend	"Minneapolis Armory, Minneapolis, MN, USA"	Jul	30	2024	5
Connect	Vampire Weekend	"Minneapolis Armory, Minneapolis, MN, USA"	Jul	30	2024	6
White Sky	Vampire Weekend	"Minneapolis Armory, Minneapolis, MN, USA"	Jul	30	2024	7
Step	Vampire Weekend	"Minneapolis Armory, Minneapolis, MN, USA"	Jul	30	2024	8
This Life	Vampire Weekend	"Minneapolis Armory, Minneapolis, MN, USA"	Jul	30	2024	9
Sunflower	Vampire Weekend	"Minneapolis Armory, Minneapolis, MN, USA"	Jul	30	2024	10
Run	Vampire Weekend	"Minneapolis Armory, Minneapolis, MN, USA"	Jul	30	2024	11
Pravda	Vampire Weekend	"Minneapolis Armory, Minneapolis, MN, USA"	Jul	30	2024	12
Bambina	Vampire Weekend	"Minneapolis Armory, Minneapolis, MN, USA"	Jul	30	2024	13
Capricorn	Vampire Weekend	"Minneapolis Armory, Minneapolis, MN, USA"	Jul	30	2024	14
Gen-X Cops	Vampire Weekend	"Minneapolis Armory, Minneapolis, MN, USA"	Jul	30	2024	15
Diane Young	Vampire Weekend	"Minneapolis Armory, Minneapolis, MN, USA"	Jul	30	2024	16
Cousins	Vampire Weekend	"Minneapolis Armory, Minneapolis, MN, USA"	Jul	30	2024	17
A-Punk	Vampire Weekend	"Minneapolis Armory, Minneapolis, MN, USA"	Jul	30	2024	18
Married in a Gold Rush / All the Gold in California / Sin City / Cumberland Blues / Possum	Vampire Weekend	"Minneapolis Armory, Minneapolis, MN, USA"	Jul	30	2024	19
Mary Boone	Vampire Weekend	"Minneapolis Armory, Minneapolis, MN, USA"	Jul	30	2024	20
Harmony Hall	Vampire Weekend	"Minneapolis Armory, Minneapolis, MN, USA"	Jul	30	2024	21
Hope	Vampire Weekend	"Minneapolis Armory, Minneapolis, MN, USA"	Jul	30	2024	22
Martha My Dear	Vampire Weekend	"Minneapolis Armory, Minneapolis, MN, USA"	Jul	30	2024	23
All My Loving	Vampire Weekend	"Minneapolis Armory, Minneapolis, MN, USA"	Jul	30	2024	24
Purple Rain	Vampire Weekend	"Minneapolis Armory, Minneapolis, MN, USA"	Jul	30	2024	25
Say It Ain't So	Vampire Weekend	"Minneapolis Armory, Minneapolis, MN, USA"	Jul	30	2024	26
Roxanne	Vampire Weekend	"Minneapolis Armory, Minneapolis, MN, USA"	Jul	30	2024	27
Uncle John's Band	Vampire Weekend	"Minneapolis Armory, Minneapolis, MN, USA"	Jul	30	2024	28
All the Small Things	Vampire Weekend	"Minneapolis Armory, Minneapolis, MN, USA"	Jul	30	2024	29
Wild Horses	Vampire Weekend	"Minneapolis Armory, Minneapolis, MN, USA"	Jul	30	2024	30
Tainted Love	Vampire Weekend	"Minneapolis Armory, Minneapolis, MN, USA"	Jul	30	2024	31
Someday	Vampire Weekend	"Minneapolis Armory, Minneapolis, MN, USA"	Jul	30	2024	32
Worship You	Vampire Weekend	"Minneapolis Armory, Minneapolis, MN, USA"	Jul	30	2024	33
Ya Hey	Vampire Weekend	"Minneapolis Armory, Minneapolis, MN, USA"	Jul	30	2024	34
Hold You Now	Vampire Weekend	"Huntington Bank Pavilion at Northerly Island, Chicago, IL, USA"	Jul	27	2024	1
Oxford Comma	Vampire Weekend	"Huntington Bank Pavilion at Northerly Island, Chicago, IL, USA"	Jul	27	2024	2
Bryn	Vampire Weekend	"Huntington Bank Pavilion at Northerly Island, Chicago, IL, USA"	Jul	27	2024	3
Ice Cream Piano	Vampire Weekend	"Huntington Bank Pavilion at Northerly Island, Chicago, IL, USA"	Jul	27	2024	4
Classical	Vampire Weekend	"Huntington Bank Pavilion at Northerly Island, Chicago, IL, USA"	Jul	27	2024	5
Connect	Vampire Weekend	"Huntington Bank Pavilion at Northerly Island, Chicago, IL, USA"	Jul	27	2024	6
Cape Cod Kwassa Kwassa	Vampire Weekend	"Huntington Bank Pavilion at Northerly Island, Chicago, IL, USA"	Jul	27	2024	7
This Life	Vampire Weekend	"Huntington Bank Pavilion at Northerly Island, Chicago, IL, USA"	Jul	27	2024	8
Step	Vampire Weekend	"Huntington Bank Pavilion at Northerly Island, Chicago, IL, USA"	Jul	27	2024	9
Sympathy	Vampire Weekend	"Huntington Bank Pavilion at Northerly Island, Chicago, IL, USA"	Jul	27	2024	10
New Dorp. New York	Vampire Weekend	"Huntington Bank Pavilion at Northerly Island, Chicago, IL, USA"	Jul	27	2024	11
How Long?	Vampire Weekend	"Huntington Bank Pavilion at Northerly Island, Chicago, IL, USA"	Jul	27	2024	12
Pravda	Vampire Weekend	"Huntington Bank Pavilion at Northerly Island, Chicago, IL, USA"	Jul	27	2024	13
Capricorn	Vampire Weekend	"Huntington Bank Pavilion at Northerly Island, Chicago, IL, USA"	Jul	27	2024	14
Gen-X Cops	Vampire Weekend	"Huntington Bank Pavilion at Northerly Island, Chicago, IL, USA"	Jul	27	2024	15
Diane Young	Vampire Weekend	"Huntington Bank Pavilion at Northerly Island, Chicago, IL, USA"	Jul	27	2024	16
Cousins	Vampire Weekend	"Huntington Bank Pavilion at Northerly Island, Chicago, IL, USA"	Jul	27	2024	17
A-Punk	Vampire Weekend	"Huntington Bank Pavilion at Northerly Island, Chicago, IL, USA"	Jul	27	2024	18
Prep-School Gangsters	Vampire Weekend	"Huntington Bank Pavilion at Northerly Island, Chicago, IL, USA"	Jul	27	2024	19
Mary Boone	Vampire Weekend	"Huntington Bank Pavilion at Northerly Island, Chicago, IL, USA"	Jul	27	2024	20
Hannah Hunt	Vampire Weekend	"Huntington Bank Pavilion at Northerly Island, Chicago, IL, USA"	Jul	27	2024	21
Harmony Hall	Vampire Weekend	"Huntington Bank Pavilion at Northerly Island, Chicago, IL, USA"	Jul	27	2024	22
Hope	Vampire Weekend	"Huntington Bank Pavilion at Northerly Island, Chicago, IL, USA"	Jul	27	2024	23
Son of a Preacher Man	Vampire Weekend	"Huntington Bank Pavilion at Northerly Island, Chicago, IL, USA"	Jul	27	2024	24
Walls	Vampire Weekend	"Huntington Bank Pavilion at Northerly Island, Chicago, IL, USA"	Jul	27	2024	25
Saturday in the Park	Vampire Weekend	"Huntington Bank Pavilion at Northerly Island, Chicago, IL, USA"	Jul	27	2024	26
My Sweet Lord	Vampire Weekend	"Huntington Bank Pavilion at Northerly Island, Chicago, IL, USA"	Jul	27	2024	27
Pumped Up Kicks	Vampire Weekend	"Huntington Bank Pavilion at Northerly Island, Chicago, IL, USA"	Jul	27	2024	28
Wagon Wheel	Vampire Weekend	"Huntington Bank Pavilion at Northerly Island, Chicago, IL, USA"	Jul	27	2024	29
It's the End of the World as We Know It (And I Feel Fine)	Vampire Weekend	"Huntington Bank Pavilion at Northerly Island, Chicago, IL, USA"	Jul	27	2024	30
Kids	Vampire Weekend	"Huntington Bank Pavilion at Northerly Island, Chicago, IL, USA"	Jul	27	2024	31
Train in Vain	Vampire Weekend	"Huntington Bank Pavilion at Northerly Island, Chicago, IL, USA"	Jul	27	2024	32
Psycho Killer	Vampire Weekend	"Huntington Bank Pavilion at Northerly Island, Chicago, IL, USA"	Jul	27	2024	33
Linger	Vampire Weekend	"Huntington Bank Pavilion at Northerly Island, Chicago, IL, USA"	Jul	27	2024	34
Up the Junction	Vampire Weekend	"Huntington Bank Pavilion at Northerly Island, Chicago, IL, USA"	Jul	27	2024	35
Walcott	Vampire Weekend	"Huntington Bank Pavilion at Northerly Island, Chicago, IL, USA"	Jul	27	2024	36
SNL Closing Theme (A Waltz in A) / Flower Moon	Vampire Weekend	"Huntington Bank Pavilion at Northerly Island, Chicago, IL, USA"	Jul	27	2024	37
Holiday	Vampire Weekend	"Huntington Bank Pavilion at Northerly Island, Chicago, IL, USA"	Jul	26	2024	1
Cousins	Vampire Weekend	"Huntington Bank Pavilion at Northerly Island, Chicago, IL, USA"	Jul	26	2024	2
One (Blake's Got a New Face)	Vampire Weekend	"Huntington Bank Pavilion at Northerly Island, Chicago, IL, USA"	Jul	26	2024	3
Ice Cream Piano	Vampire Weekend	"Huntington Bank Pavilion at Northerly Island, Chicago, IL, USA"	Jul	26	2024	4
Classical	Vampire Weekend	"Huntington Bank Pavilion at Northerly Island, Chicago, IL, USA"	Jul	26	2024	5
Connect	Vampire Weekend	"Huntington Bank Pavilion at Northerly Island, Chicago, IL, USA"	Jul	26	2024	6
White Sky	Vampire Weekend	"Huntington Bank Pavilion at Northerly Island, Chicago, IL, USA"	Jul	26	2024	7
Unbelievers	Vampire Weekend	"Huntington Bank Pavilion at Northerly Island, Chicago, IL, USA"	Jul	26	2024	8
This Life	Vampire Weekend	"Huntington Bank Pavilion at Northerly Island, Chicago, IL, USA"	Jul	26	2024	9
Sunflower	Vampire Weekend	"Huntington Bank Pavilion at Northerly Island, Chicago, IL, USA"	Jul	26	2024	10
Sympathy	Vampire Weekend	"Huntington Bank Pavilion at Northerly Island, Chicago, IL, USA"	Jul	26	2024	11
The Surfer	Vampire Weekend	"Huntington Bank Pavilion at Northerly Island, Chicago, IL, USA"	Jul	26	2024	12
Bambina	Vampire Weekend	"Huntington Bank Pavilion at Northerly Island, Chicago, IL, USA"	Jul	26	2024	13
Campus	Vampire Weekend	"Huntington Bank Pavilion at Northerly Island, Chicago, IL, USA"	Jul	26	2024	14
Capricorn	Vampire Weekend	"Huntington Bank Pavilion at Northerly Island, Chicago, IL, USA"	Jul	26	2024	15
Gen-X Cops	Vampire Weekend	"Huntington Bank Pavilion at Northerly Island, Chicago, IL, USA"	Jul	26	2024	16
Diane Young	Vampire Weekend	"Huntington Bank Pavilion at Northerly Island, Chicago, IL, USA"	Jul	26	2024	17
A-Punk	Vampire Weekend	"Huntington Bank Pavilion at Northerly Island, Chicago, IL, USA"	Jul	26	2024	18
Married in a Gold Rush / All the Gold in California / Sin City / Cumberland Blues / Possum	Vampire Weekend	"Huntington Bank Pavilion at Northerly Island, Chicago, IL, USA"	Jul	26	2024	19
Prep-School Gangsters	Vampire Weekend	"Huntington Bank Pavilion at Northerly Island, Chicago, IL, USA"	Jul	26	2024	20
Mary Boone	Vampire Weekend	"Huntington Bank Pavilion at Northerly Island, Chicago, IL, USA"	Jul	26	2024	21
Harmony Hall	Vampire Weekend	"Huntington Bank Pavilion at Northerly Island, Chicago, IL, USA"	Jul	26	2024	22
Hope	Vampire Weekend	"Huntington Bank Pavilion at Northerly Island, Chicago, IL, USA"	Jul	26	2024	23
Never Gonna Give You Up	Vampire Weekend	"Huntington Bank Pavilion at Northerly Island, Chicago, IL, USA"	Jul	26	2024	24
Beast of Burden	Vampire Weekend	"Huntington Bank Pavilion at Northerly Island, Chicago, IL, USA"	Jul	26	2024	25
Twist and Shout	Vampire Weekend	"Huntington Bank Pavilion at Northerly Island, Chicago, IL, USA"	Jul	26	2024	26
A Message to You Rudy	Vampire Weekend	"Huntington Bank Pavilion at Northerly Island, Chicago, IL, USA"	Jul	26	2024	27
Peg	Vampire Weekend	"Huntington Bank Pavilion at Northerly Island, Chicago, IL, USA"	Jul	26	2024	28
The Boys Are Back in Town	Vampire Weekend	"Huntington Bank Pavilion at Northerly Island, Chicago, IL, USA"	Jul	26	2024	29
Mr. Brightside	Vampire Weekend	"Huntington Bank Pavilion at Northerly Island, Chicago, IL, USA"	Jul	26	2024	30
Warm Heart of Africa	Vampire Weekend	"Huntington Bank Pavilion at Northerly Island, Chicago, IL, USA"	Jul	26	2024	31
Walcott	Vampire Weekend	"Huntington Bank Pavilion at Northerly Island, Chicago, IL, USA"	Jul	26	2024	32
Holiday	Vampire Weekend	"Saint Louis Music Park, Maryland Heights, MO, USA"	Jul	25	2024	1
Cape Cod Kwassa Kwassa	Vampire Weekend	"Saint Louis Music Park, Maryland Heights, MO, USA"	Jul	25	2024	2
Boston (Ladies of Cambridge)	Vampire Weekend	"Saint Louis Music Park, Maryland Heights, MO, USA"	Jul	25	2024	3
Ice Cream Piano	Vampire Weekend	"Saint Louis Music Park, Maryland Heights, MO, USA"	Jul	25	2024	4
Classical	Vampire Weekend	"Saint Louis Music Park, Maryland Heights, MO, USA"	Jul	25	2024	5
Connect	Vampire Weekend	"Saint Louis Music Park, Maryland Heights, MO, USA"	Jul	25	2024	6
White Sky	Vampire Weekend	"Saint Louis Music Park, Maryland Heights, MO, USA"	Jul	25	2024	7
This Life	Vampire Weekend	"Saint Louis Music Park, Maryland Heights, MO, USA"	Jul	25	2024	8
Step	Vampire Weekend	"Saint Louis Music Park, Maryland Heights, MO, USA"	Jul	25	2024	9
Sunflower	Vampire Weekend	"Saint Louis Music Park, Maryland Heights, MO, USA"	Jul	25	2024	10
M79	Vampire Weekend	"Saint Louis Music Park, Maryland Heights, MO, USA"	Jul	25	2024	11
Ottoman	Vampire Weekend	"Saint Louis Music Park, Maryland Heights, MO, USA"	Jul	25	2024	12
Pravda	Vampire Weekend	"Saint Louis Music Park, Maryland Heights, MO, USA"	Jul	25	2024	13
Capricorn	Vampire Weekend	"Saint Louis Music Park, Maryland Heights, MO, USA"	Jul	25	2024	14
Oxford Comma	Vampire Weekend	"Saint Louis Music Park, Maryland Heights, MO, USA"	Jul	25	2024	15
Diane Young	Vampire Weekend	"Saint Louis Music Park, Maryland Heights, MO, USA"	Jul	25	2024	16
A-Punk	Vampire Weekend	"Saint Louis Music Park, Maryland Heights, MO, USA"	Jul	25	2024	17
Gen-X Cops	Vampire Weekend	"Saint Louis Music Park, Maryland Heights, MO, USA"	Jul	25	2024	18
Mary Boone	Vampire Weekend	"Saint Louis Music Park, Maryland Heights, MO, USA"	Jul	25	2024	19
Harmony Hall	Vampire Weekend	"Saint Louis Music Park, Maryland Heights, MO, USA"	Jul	25	2024	20
Hope	Vampire Weekend	"Saint Louis Music Park, Maryland Heights, MO, USA"	Jul	25	2024	21
Build Me Up Buttercup	Vampire Weekend	"Saint Louis Music Park, Maryland Heights, MO, USA"	Jul	25	2024	22
Roadrunner	Vampire Weekend	"Saint Louis Music Park, Maryland Heights, MO, USA"	Jul	25	2024	23
Groove Is in the Heart	Vampire Weekend	"Saint Louis Music Park, Maryland Heights, MO, USA"	Jul	25	2024	24
"December, 1963 (Oh, What a Night)"	Vampire Weekend	"Saint Louis Music Park, Maryland Heights, MO, USA"	Jul	25	2024	25
Gloria	Vampire Weekend	"Saint Louis Music Park, Maryland Heights, MO, USA"	Jul	25	2024	26
Ooh La La	Vampire Weekend	"Saint Louis Music Park, Maryland Heights, MO, USA"	Jul	25	2024	27
Mountain Brews	Vampire Weekend	"Saint Louis Music Park, Maryland Heights, MO, USA"	Jul	25	2024	28
Dear Prudence	Vampire Weekend	"Saint Louis Music Park, Maryland Heights, MO, USA"	Jul	25	2024	29
It's My Life	Vampire Weekend	"Saint Louis Music Park, Maryland Heights, MO, USA"	Jul	25	2024	30
Cumberland Blues	Vampire Weekend	"Saint Louis Music Park, Maryland Heights, MO, USA"	Jul	25	2024	31
Hold Up	Vampire Weekend	"Saint Louis Music Park, Maryland Heights, MO, USA"	Jul	25	2024	32
Margaritaville	Vampire Weekend	"Saint Louis Music Park, Maryland Heights, MO, USA"	Jul	25	2024	33
Unbelievers	Vampire Weekend	"Saint Louis Music Park, Maryland Heights, MO, USA"	Jul	25	2024	34
Dangerous Night (The Night Is a Knife)	Vampire Weekend	"Saint Louis Music Park, Maryland Heights, MO, USA"	Jul	25	2024	35
Worship You	Vampire Weekend	"Saint Louis Music Park, Maryland Heights, MO, USA"	Jul	25	2024	36
Ya Hey	Vampire Weekend	"Saint Louis Music Park, Maryland Heights, MO, USA"	Jul	25	2024	37
Campus	Vampire Weekend	"Pinewood Bowl Amphitheater, Lincoln, NE, USA"	Jul	23	2024	1
Cousins	Vampire Weekend	"Pinewood Bowl Amphitheater, Lincoln, NE, USA"	Jul	23	2024	2
I Stand Corrected	Vampire Weekend	"Pinewood Bowl Amphitheater, Lincoln, NE, USA"	Jul	23	2024	3
Ice Cream Piano	Vampire Weekend	"Pinewood Bowl Amphitheater, Lincoln, NE, USA"	Jul	23	2024	4
Classical	Vampire Weekend	"Pinewood Bowl Amphitheater, Lincoln, NE, USA"	Jul	23	2024	5
Connect	Vampire Weekend	"Pinewood Bowl Amphitheater, Lincoln, NE, USA"	Jul	23	2024	6
Unbelievers	Vampire Weekend	"Pinewood Bowl Amphitheater, Lincoln, NE, USA"	Jul	23	2024	7
This Life	Vampire Weekend	"Pinewood Bowl Amphitheater, Lincoln, NE, USA"	Jul	23	2024	8
Step	Vampire Weekend	"Pinewood Bowl Amphitheater, Lincoln, NE, USA"	Jul	23	2024	9
Sympathy	Vampire Weekend	"Pinewood Bowl Amphitheater, Lincoln, NE, USA"	Jul	23	2024	10
New Dorp. New York	Vampire Weekend	"Pinewood Bowl Amphitheater, Lincoln, NE, USA"	Jul	23	2024	11
Pravda	Vampire Weekend	"Pinewood Bowl Amphitheater, Lincoln, NE, USA"	Jul	23	2024	12
Capricorn	Vampire Weekend	"Pinewood Bowl Amphitheater, Lincoln, NE, USA"	Jul	23	2024	13
Gen-X Cops	Vampire Weekend	"Pinewood Bowl Amphitheater, Lincoln, NE, USA"	Jul	23	2024	14
Diane Young	Vampire Weekend	"Pinewood Bowl Amphitheater, Lincoln, NE, USA"	Jul	23	2024	15
A-Punk	Vampire Weekend	"Pinewood Bowl Amphitheater, Lincoln, NE, USA"	Jul	23	2024	16
Married in a Gold Rush / All the Gold in California / Sin City / Cumberland Blues / Possum	Vampire Weekend	"Pinewood Bowl Amphitheater, Lincoln, NE, USA"	Jul	23	2024	17
Prep-School Gangsters	Vampire Weekend	"Pinewood Bowl Amphitheater, Lincoln, NE, USA"	Jul	23	2024	18
Mary Boone	Vampire Weekend	"Pinewood Bowl Amphitheater, Lincoln, NE, USA"	Jul	23	2024	19
Hannah Hunt	Vampire Weekend	"Pinewood Bowl Amphitheater, Lincoln, NE, USA"	Jul	23	2024	20
Harmony Hall	Vampire Weekend	"Pinewood Bowl Amphitheater, Lincoln, NE, USA"	Jul	23	2024	21
